Nro_roca;ud_muestral;piso;grad;spp_liquenes;genus;morfotipo;fr1;fr2;fr3;fr4;fr5;fr_prom;or_roca;ORNS_roca;or_R;exp;sup;pend;pend_c;tipo_roca;or_ladera;ORNS_lad;or_L;paj;roc;arb;so;mg;rast;ces;alt;obs
1;T1-2100R1;2100;champa;Usnea_amblyoclada;Usnea;fr;17;4;13;3;6;8.6;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Usnea_saxidilatata;Usnea;fr;4;10;4;13;10;8.2;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Pertusiaria_coriaceae;Pertusaria;cr;3;2;3;1;0;1.8;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Hypotrachyna_leiophylla;Hypotrachyna;fl;2;5;12;13;8;8;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Caloplaca_cinnabarina;Caloplaca;cr;6;4;1;2;6;3.8;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Lecanora_dispersa;Lecanora;cr;0;2;0;5;0;1.4;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Pertusaria_sp2;Pertusaria;cr;7;4;2;0;5;3.6;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;esteril/sorediada
1;T1-2100R1;2100;champa;Tephromela_atra;Tephromela;cr;2;1;0;0;0;0.6;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;lichen_cover;Liquen;Liquen;70;70;90;80;50;72;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Cob_roca;Roca;roca;30;30;10;19;50;27.8;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Rhizocarpon_sp;Rhizocarpon;cr;0;4;0;4;0;1.6;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Usnea_cornuta;Usnea;fr;0;0;6;1;0;1.4;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Lepraria_sp1;Lepraria;cr;0;0;1;1;0;0.4;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;Lepraria_verde
1;T1-2100R1;2100;champa;Musgos;Musgo;musgo;0;0;0;1;0;0.2;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Xanthoparmelia_microspora;Xanthoparmelia;fl;0;0;0;2;0;0.4;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Umbilicaria_polyrrhiza;Umbilicaria;fl;0;0;0;0;5;1;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Punctelia_stictica;Punctelia;fl;0;0;0;0;6;1.2;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
1;T1-2100R1;2100;champa;Usnea_luti;Usnea;fr;0;2;4;0;2;1.6;190;-0.984807753;South;170;35.278;80;High_inclination;granito;180;-1;South;5;80;20;1;3;0;0;2069;
2;T1-2100R2;2100;champa;Punctelia_stictica;Punctelia;fl;21;12;1;12;19;13;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Psiloparmelia_distincta;Psiloparmelia;fl;23;13;11;11;21;15.8;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Umbilicaria_polyrrhiza;Umbilicaria;fl;12;19;4;13;11;11.8;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Usnea_amblyoclada;Usnea;fr;12;8;1;2;7;6;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Caloplaca_cinnabarina;Caloplaca;cr;3;5;13;7;3;6.2;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Buellia_obscuratum;Buellia;cr;3;4;22;7;6;8.4;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Lecanora_dispersa;Lecanora;cr;0;2;2;0;0;0.8;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;lichen_cover;Liquen;Liquen;80;80;70;90;70;78;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Cob_roca;Roca;roca;20;20;30;10;30;22;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Acarospora_altoandina;Acarospora;cr;0;0;1;0;0;0.2;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;
2;T1-2100R2;2100;champa;Physcia_dubia;Physcia;fl;0;0;0;0;1;0.2;20;0.939692621;North;140;88.8;70;High_inclination;granito;350;0.984807753;North;10;75;5;5;0;5;0;2056;Acarospora
3;T1-2100R3;2100;champa;lichen_cover;Liquen;Liquen;85;90;90;95;65;85;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Cob_Roca;Roca;roca;15;10;10;5;35;15;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora
3;T1-2100R3;2100;champa;Umbilicaria_polyrrhiza;Umbilicaria;fl;6;0;0;5;0;2.2;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Caloplaca_cinnabarina;Caloplaca;cr;2;16;8;11;21;11.6;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Parmotrema_reticulatum;Parmotrema;fl;4;0;0;0;0;0.8;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Usnea_hieronymi;Usnea;fr;7;11;18;16;7;11.8;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Hypotrachyna_leiophylla;Hypotrachyna;fl;21;8;17;25;0;14.2;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Rhizocarpon_sp;Rhizocarpon;cr;4;2;10;0;8;4.8;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Lecanora_dispersa;Lecanora;cr;2;5;0;0;5;2.4;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Usnea_diuretzi;Usnea;fr;0;1;0;0;1;0.4;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Punctelia_stictica;Punctelia;fl;0;6;0;9;0;3;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Tephromela_atra;Tephromela;cr;0;7;5;4;1;3.4;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Ramalina_pilulifera;Ramalina;fr;0;1;3;0;0;0.8;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Ochrolechia_parella;Ochrolechia;cr;0;1;2;0;12;3;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Buellia_coccinea;Buellia;cr;0;0;1;0;0;0.2;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Usnea_cornuta;Usnea;fr;0;0;1;0;0;0.2;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Pertusaria_coriaceae;Pertusaria;cr;0;0;3;4;0;1.4;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
3;T1-2100R3;2100;champa;Acarospora_altoandina;Acarospora;cr;0;0;2;0;0;0.4;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;
3;T1-2100R3;2100;champa;Rhizocarpon_sp2;Rhizocarpon;cr;0;0;0;0;2;0.4;210;-0.866025404;South;150;32.4;75;High_inclination;granito;180;-1;South;25;30;25;1;10;10;0;2053;Acarospora_amarilla
4;T1-2700R4;2700;champa;lichen_cover;Liquen;Liquen;60;65;45;70;75;63;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Cob_Roca;Roca;roca;40;35;55;30;25;37;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Buellia_aethalea;Buellia;cr;19;14;11;16;17;15.4;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Rhizocarpon_geograficum;Rhizocarpon;cr;18;19;9;21;18;17;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Lecanora_polytropa;Lecanora;cr;8;11;18;1;6;8.8;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Buellia_obscuratum;Buellia;cr;25;25;25;20;23;23.6;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Usnea_saxidilatata;Usnea;fr;1;1;1;1;2;1.2;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Umbilicaria_polyrrhiza;Umbilicaria;fl;1;0;0;2;3;1.2;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Psiloparmelia_distincta;Psiloparmelia;fl;0;2;0;3;3;1.6;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Candelariella_vitellina;Candelariella;cr;0;1;4;0;10;3;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Lecanora_dispersa;Lecanora;cr;0;0;2;0;4;1.2;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
4;T1-2700R4;2700;champa;Acarospora_lorentzii;Acarospora;cr;0;0;0;2;0;0.4;220;-0.766044443;South;30;6.8;85;High_inclination;granito;120;-0.5;South;30;65;0;5;0;0;0;2747;Acarospora_amarilla
5;T1-2700R5;2700;champa;lichen_cover;Liquen;Liquen;60;50;70;50;40;54;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Cob_Roca;Roca;roca;40;50;30;50;60;46;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Lecanora_polytropa;Lecanora;cr;9;3;18;9;0;7.8;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Buellia_obscuratum;Buellia;cr;15;19;13;18;6;14.2;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Rhizocarpon_propagulosum;Rhizocarpon;cr;9;14;9;19;13;12.8;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Usnea_saxidilatata;Usnea;fr;1;0;0;0;0;0.2;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Tephromela_atra;Tephromela;cr;2;0;0;0;0;0.4;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Caloplaca_cinnabarina;Caloplaca;cr;1;0;0;0;0;0.2;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Acarospora_negra;Acarospora;cr;3;2;0;3;0;1.6;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Buellia_obscuratum;Buellia;cr;14;14;11;15;18;14.4;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Candelariella_vitellina;Candelariella;cr;0;1;2;0;0;0.6;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Buellia_aethalea;Buellia;cr;0;0;18;4;4;5.2;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
5;T1-2700R5;2700;champa;Ochrolechia_parella;Ochrolechia;cr;0;0;0;0;9;1.8;80;0.173648178;Flat;150;10.4;20;Flat;granito;150;-0.866025404;South;30;50;5;15;0;25;0;2743;Acarospora_amarilla
6;T1-2700R6;2700;champa;lichen_cover;Liquen;Liquen;70;60;50;60;50;58;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;cob_roca;Roca;roca;30;40;50;40;50;42;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Umbilicaria_polyrrhiza;Umbilicaria;fl;6;0;0;3;0;1.8;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Teloschistes_nodulifer;Teloschistes;fr;2;0;0;0;0;0.4;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Placomaronea_candelarioides;Placomaronea;fr;5;16;13;8;5;9.4;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Buellia_obscuratum;Buellia;cr;15;2;10;7;14;9.6;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Buellia_obscuratum;Buellia;cr;15;23;12;15;17;16.4;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Acarospora_negra;Acarospora;cr;4;0;0;6;9;3.8;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Usnea_saxidilatata;Usnea;fr;4;0;0;0;0;0.8;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Psiloparmelia_distincta;Psiloparmelia;fl;2;0;0;0;0;0.4;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Buellia_aethalea;Buellia;cr;0;4;6;9;0;3.8;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Rhizocarpon_propagulosum;Rhizocarpon;cr;0;0;2;1;1;0.8;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_amarilla
6;T1-2700R6;2700;champa;Lecanora_polytropa;Lecanora;cr;0;0;0;1;1;0.4;145;-0.819152044;Flat;150;61.425;7;Flat;granito;110;-0.342020143;South;40;50;0;10;0;30;0;2738;Acarospora_aprojos
7;T1-2700R1;2700;champa;lichen_cover;Liquen;Liquen;90;70;50;80;95;77;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;cob_roca;Roca;roca;10;30;50;20;5;23;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Rhizocarpon_propagulosum;Rhizocarpon;cr;7;1;0;1;4;2.6;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Buellia_aethalea;Buellia;cr;8;5;6;11;5;7;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Buellia_obscuratum;Buellia;cr;14;9;20;5;3;10.2;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Acarospora_negra;Acarospora;cr;24;18;10;6;15;14.6;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Candelariella_vitellina;Candelariella;cr;2;0;0;2;0;0.8;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Placomaronea_candelarioides;Placomaronea;fr;0;1;0;0;0;0.2;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Protoparmelia_badia;Protoparmelia;cr;3;0;0;2;3;1.6;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Lecanora_polytropa;Lecanora;cr;0;1;0;5;0;1.2;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Tephromela_atra;Tephromela;cr;0;0;0;4;8;2.4;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
7;T1-2700R1;2700;champa;Rhizocarpon_sp;Rhizocarpon;cr;0;0;0;0;2;0.4;120;-0.5;Flat;135;14.85;12.5;Flat;granito;90;6.13E-17;North;20;70;15;5;5;3;0;2601;Acarospora_amarilla
8;T1-2700R2;2700;champa;lichen_cover;Liquen;Liquen;70;80;60;40;30;56;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;cob_roca;Roca;roca;30;20;40;60;70;44;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Psiloparmelia_distincta;Psiloparmelia;fl;8;8;8;4;3;6.2;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Acarospora_altoandina;Acarospora;cr;14;7;20;18;18;15.4;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;
8;T1-2700R2;2700;champa;Lecanora_dispersa;Lecanora;cr;4;3;4;5;0;3.2;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Buellia_obscuratum;Buellia;cr;8;6;0;0;0;2.8;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Acarospora_negra;Acarospora;cr;18;8;1;4;3;6.8;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Buellia_obscuratum;Buellia;cr;10;12;9;6;6;8.6;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Lecanora_polytropa;Lecanora;cr;3;1;1;0;0;1;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Umbilicaria_polyrrhiza;Umbilicaria;fl;1;5;10;0;1;3.4;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Placomaronea_candelarioides;Placomaronea;fr;1;0;0;0;0;0.2;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Usnea_saxidilatata;Usnea;fr;0;2;0;0;0;0.4;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Buellia_aethalea;Buellia;cr;0;1;0;1;0;0.4;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
8;T1-2700R2;2700;champa;Candelariella_vitellina;Candelariella;cr;0;0;1;0;0;0.2;70;0.342020143;Flat;180;23.18;40;Low_inclination;granito;120;-0.5;South;20;80;0;1;7;0;0;2751;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Usnea_amblyoclada;Usnea;fr;10;2;5;4;5;5.2;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Umbilicaria_polyrrhiza;Umbilicaria;fl;5;2;8;9;8;6.4;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Buellia_obscuratum;Buellia;cr;23;10;17;18;7;15;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Buellia_aethalea;Buellia;cr;2;4;6;2;3;3.4;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Buellia_obscuratum;Buellia;cr;11;6;3;9;7;7.2;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Caloplaca_cinnabarina;Caloplaca;cr;8;4;5;11;7;7;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Punctelia_stictica;Punctelia;fl;2;0;0;0;0;0.4;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Rhizocarpon_sp;Rhizocarpon;cr;2;1;0;3;2;1.6;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Xanthoparmelia_microspora;Xanthoparmelia;fl;7;5;12;8;8;8;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
9;T2-1800R1;1800;gigantes;Acarospora_lorentzii;Acarospora;cr;2;3;1;5;2;2.6;70;0.342020143;Flat;-30;20;40;Low_inclination;granito;50;0.64278761;North;10;80;1;5;5;0;0;1813;Acarospora_amarilla
