muestra;grad;or_R;pend_c;tipo_roca;or_L;exp;sup;pend;piso;ORNS_L;ORNS_R;paj;roc;arb;so;mg;rast;ces;alt;Lichen_cover;Moss_cover;Rock_cover;A_altoandina;A_lorentzii;Acarospora_sp1;Acarospora_sp2;B_aethalea;B_aff_aethalea;B_concinna;B_dispersa;B_sulphurea;B_tellulata;B_tesserata;B_umbrina;Buellia_sp1;C_carneopruinata;C_chlorina;C_cinnabarina;C_sideritis;C_esteril;C_fimbriata;C_melanopoda;C_pyxidata;C_symphocarpa;Cladonia_sp;C_vitellina;Catillaria_sl;D_bisporus;D_diacapsis;D_muscorum;D_scruposus;D_oreina;D_pavonii;Dictyonema_sp;F_caperata;F_haysomii;F_papilosa;H_badia;H_breverhiza;H_dentella;H_intercalanda;H_leucomela;H_longiloba;H_revoluta;H_rhabdiformis;Hy_badia;H_fenzlianum;H_obscurata;H_speciosa;L_farinosa;L_granulosula;L_laboriosa;L_rupicola;Lecidea_sp;Lecidea_sp2;Lepraria_amarilla.1;Lepraria_lobulada;Lepraria_sp1;Lepraria_sp2;Leptogium_sp;O_austroamericana;O_parella;P_afrorevoluta;Parmelinopsis_sp;P_bonariensis;P_badia;P_candelarioides;P_colombiana;P_hypoleucites;P_perreticulata;P_punctilla;P_stictica;P_semansiana;P_distincta;P_pustulata;P_dydactila;P_hababianum;P_reticulatum;P_warmingii;P_rupicola;Paraparmelia_sp;P_coriacea;Pertusaria_ap2;Pertusaria_sp2;Pertusaria_sp3;Ph_ lobulata;Ph_dubia;Ph_tribacia;Phaeophyscia_sp;Placidium_sp;Psora_sp;Psora_sp.1;R_celastri;R_pilulifera;R_puiggarii;R_confragosa;R_confragosula;R_disporum;R_geographicum;R_inorense;R_obscuratum;R_propagulosum;Rhizocarpon_gris;Rimoso_blanco;S_ramulosum;T_atra;T_nodulifer;U_africana;U_amblyoclada;U_cornuta;U_diuretzi;U_hieronymi;U_krogiana;U_luti;U_polyrrhiza;U_saxidilatata;U_saxydilatata;X_cordillerana;X_cotopaxiensis;X_farinosa;X_hipopsila;X_microspora;X_microsticta;X_mougeoti;X_nefoscelia_sl;X_parietina;X_plittii;X_punctulata;X_santesonii;X_scabrosa;X_submougeotii;X_subtinctina;X_subulcerosa;X_taractica;X_ulcerosa;X_wrightiana;Xanthoparmelia_sp;Xanthoria_sp
T3_1500R1;condorito;S;vertical;granito;S;135;4.68;88;1500;0.342;0.866;60;50;10;1;20;10;0;1500;66;4;30;0;1.4;0.6;0;3.4;0;0;0;0;1;0;1.8;0;0;1.4;0;0;9.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;5.6;0;1.4;3.4;0;0;0;0;0;0;0;1.2;0;0;0;0.6;0;0;0;0;0;0;4.4;0;0;0;0.8;0;0.4;0;0;0;0;0;0;0;0;0;0.2;0;7.8;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;8.6;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1500R3;condorito;plana;plana;granito;S;157;10.56;15;1500;0.9397;0.9848;20;30;20;5;3;20;0;1529;77;0;23;0;2.8;0;0;9.2;0;0;0;0;0;0;3;0;0;6.2;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;1.2;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;8
T3_1500R4;condorito;N;media;granito;S;139;12;40;1500;0.766;-1;40;30;10;5;5;10;0;1534;73;9;18;0;0.4;0;0;7;0;0;0;0;0.8;0;1.4;0;0;0.8;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.6;0;0.4;1.2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;6.6;0;0;0
T3_1500R5;condorito;N;vertical;granito;S;155;9.5;90;1500;0.5;-0.9397;40;50;10;5;7;10;0;1541;91.6;0;8.4;0;3.8;3.2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;9.4;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;6;0;2;2.4;0;0;0;0;1.2;0;0;5.6;0;0;0;5.2;0;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;3.4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1500R7;condorito;S;vertical;granito;S;150;7;70;1500;0.1736;0.766;10;20;40;20;3;15;0;1512;66;0;34;0;0.8;0.2;0;1.8;0;0;0;0;0;0;1.4;0;0;1.6;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;6.2;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0
T3_1500R8;condorito;S;vertical;granito;S;150;7.5;80;1500;0.8192;1;60;30;30;10;1;1;0;1514;76.4;0;23.6;0;1;0;0;2.6;0;0;0;0;0.4;0;0;0;0;3.6;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8;0;0;0;0;0;0;0.4;0;0;0;0.4;0;0;0;5.2;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;13.2;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;0;0;0
T3_1500R9;condorito;plana;plana;granito;N;157;20;17;1500;-0.5;-0.9397;20;60;10;10;35;40;0;1523;62;6;32;0;3.6;0;0;3.4;0;0;0;0;0.8;0;11;0;0;12.2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0
T3_1500R10;condorito;N;vertical;granito;N;117;3.45;75;1500;-0.9994;-0.9848;40;30;20;20;10;30;0;1524;84.6;0;15.4;0;0.2;3.4;0;2.6;0;0;0;0;3.2;0;0;0;0;3.2;0;0;9.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;1;2.2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;18.6;0;0;0.2;0;0;0;0;5;0;0;0;0;0;0;0;3.6;0;0;0;0;0;4.4;0;0;0;0.4;0;2.4;0;0;0;0;0;0;0;0;0;0;0;2.2;0;16.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1500R14;condorito;S;media;granito;N;159;12.25;35;1500;-0.6428;0.9925;10;40;30;30;10;25;0;1520;76;2;22;0;0.6;0;0;6.4;0;0;0;0;1.2;0;1.8;0;0.4;7.6;0;0;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0.4;0;0.6;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;8.6;0;8.8;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1500R16;condorito;S;vertical;granito;S;151;15;85;1500;0.0872;0.342;40;40;20;3;1;10;0;1532;96.8;0;3.8;0;2.2;1.2;0;0.6;0;0;0;0;0;0;8.4;0;0;1.4;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;5;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;2.8;0;0;0
T3_1500R17;condorito;plana;plana;granito;S;125;32;10;1500;0;-0.766;5;80;5;15;15;10;0;1542;48;0;52;0;1.2;1.4;0;3.6;0;0;0;0;0;0;9.6;0;0;6.8;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.6;0;0.6;0;5.8;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1200R18;condorito;plana;vertical;granito;S;120;13.4328;80;1200;0.9397;0.6428;20;50;30;20;10;20;0;1208;78;2;50;0;3.6;0.8;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;5.8;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1.8;0;0.6;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;7.6;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0;0;0;0;0;0;0;0;0;7.2;0;0;0
T1_1800R2;champa;N;media;granito;N;155;36.04;40;1800;-0.866;-0.9397;25;60;0;2;2;5;0;1792;88.6;0;11.4;0;1.4;0.2;0;1.8;0;0;0;0;0;0;4.6;0;0;17.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.6;0;9.6;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_1800R5;champa;N;media;granito;S;145;12.865;45;1800;0.6428;-0.1736;25;50;25;2;2;5;25;1791;68;0;32;0;0.4;0;0;0.2;0;0;0;0;0.2;0;0;4;0;21.6;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;1;0;0;0;0;1.4;0;0;0;3;0;2.6;0;0;0;0;0;0;0;0;0;7.6;3.2;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0
T1_1800R7;champa;N;vertical;granito;S;125;11.005;75;1800;0.5;-0.5;30;70;0;0;2;5;0;1804;77.6;2;20.4;0;0.4;0;0;0;0.2;0;0;0;0;0;4.4;0;0;21.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;3.4;3.4;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;8.8;0;0;0;0;1.6;0;0;0;0;0;0;0;0;9.6;0;9.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;3.2;0;0;0;0
T1_1800R18;champa;S;media;granito;N;110;6;40;1800;-0.1736;0.866;35;60;0;1;2;5;0;1830;57;0;43;0;2.6;5.4;0;2.4;4.8;0;0;0;0;0;1;2.6;0;14;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R11;champa;S;vertical;granito;N;160;9.35;50;2400;-0.6428;0.342;15;75;10;0;1;5;0;2393;58;0;42;0;2.6;1;0;4;0;0;0;0;0;0;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;8.8;0;0;0.4;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R13;champa;N;media;granito;S;140;15.99;35;2400;0.1736;-0.5;10;50;40;0;2;10;0;2491;72;0;28;0;1.4;1.4;0;3.2;17.4;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R14;champa;N;vertical;granito;N;120;15.4;80;2400;-0.342;-0.5;15;60;20;0;3;10;0;2482;79;9.6;11.4;0;0.6;0;0;1.6;1.8;0;0;0;0;0;1.4;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;1.6;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;6.2;0;0;0;0;0;0;3.4;0;0;0;0.2;0;0;0;6.2;0;0;0;0;0;0;0;5.8;0;2.8;0;0;0;0;0;0;0;0;0;2.2;0;0;0;4;0;0;0;0;0;0;0;13.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R15;champa;N;vertical;granito;S;145;5.18;50;2400;0;-0.342;10;50;35;0;2;10;0;2480;60;0;40;0;0.4;0;0;0;2.2;0;0;0;0;0;8.2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;11.2;2.4;0;0;0;0;0;0;0;0;0;8.8;0;0;0;0;1;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R16;champa;plana;plana;granito;S;140;8.74;15;2400;0;0.9397;10;70;20;1;1;10;0;2479;58;0;42;0;4.4;2.8;0;0.2;1.2;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R17;champa;plana;plana;granito;N;140;6.93;15;2400;-0.1736;0.342;25;65;20;0;0;10;0;2478;58;0;42;0;8.8;3.4;0;2.4;13.2;0;0;0;0.6;0;7;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2400R18;champa;plana;plana;granito;N;140;19.76;5;2400;-0.5;0.866;15;60;20;5;0;5;0;2481;56;0;44;0;2.2;12.6;0;0;15.2;0;0;0;0;0;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;1.4;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_2100R4;condorito;plana;plana;granito;S;140;25.08;20;2100;0.4695;0.9816;1;80;0;5;10;5;1;2152;74;0;26;0;3.6;1.4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;5.6;0.8;1.6;0;0;0;0;0;0;0;0;0;2;0;0.4;0;0;0;2;0;0;0;0;0.4;0;0;8.8;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_2100R5;condorito;S;vertical;granito;S;169;9;70;2100;0.4848;0.9397;10;80;0;1;10;20;3;2149;78;0;22;0;8.6;0.8;0;2.2;0;0;0;0;0;0;0;0;0;0.8;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0.8;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_2100R9;condorito;S;vertical;granito;S;80;21;80;2100;0.866;0.6428;20;40;15;20;20;20;15;2141;79;2;19;0;1;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0.8;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.4;0;0;0;0;0;0;0;0;0;1.2;1;1.2;0;0;0;0;0;0;0;0;0;1.6;0;9;0;14.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
T3_2100R10;condorito;S;media;granito;S;120;9;35;2100;0.866;0.9925;50;40;1;1;5;20;30;2140;66;0;34;0;1.2;1.8;0;4.2;0;0;0;0;0.2;0;3.2;0;0;0.4;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8;0;0;0;3.2;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1.2;0;0;0
T3_2100R14;condorito;S;media;granito;S;164;13.41;35;2100;0.9848;0.9816;3;60;0;5;10;10;40;2148;82;0;18;0;7.4;3.6;0;2.8;0;0;0;0;0;0;0;0;1.4;2;1.8;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;1.2;0;0;0;0;0;3;0;4.4;0;0;0;0;0;0;0;0;0;1;0;1.8;0;0;0;0;0;0;0;0;3.4;0;0;8.8;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
T3_2100R18;condorito;plana;plana;granito;S;156;9;10;2100;0.866;-0.766;0;70;0;15;15;10;0;2152;50;0;50;0;0.4;0;0;0.6;0;0;0;0;0;0;0;0;0;0;1.2;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;1.2;0;4.8;0;17;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R1;linderos;N;vertical;gneiss;N;145;13;60;1800;-0.9397;-0.9511;40;40;5;1;10;10;30;1833;80;4;16;0;0.8;3.2;0;1.6;0;0;0;0;3;0;0;0;0;4.8;0;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0.4;0;0;1;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0.8;0;0;0;0;0;0;0;0;0;0;0.2;2.2;0;0.4;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R2;linderos;plana;plana;gneiss;N;165;8.3;20;1800;-0.1736;-0.766;10;50;0;5;5;10;25;1836;92;0;8;0;3.8;1.4;1.2;13.4;0;0;0;0;0;0;0;0;0;6.2;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;5.8;0;0;0;18.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.8;0.4;0;1.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R3;linderos;S;vertical;gneiss;N;150;6.4;90;1800;-0.1736;0.6428;15;60;0;15;1;5;5;1834;83;0;17;0;0.2;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;12.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;1.8;0;0.6;1.8;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;2.4;0.8;0;0;0;3.6;0;0;0;0.2;0;0;0;0;0;0;0;2.6;19.2;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R4;linderos;S;vertical;gneiss;S;100;7.8;80;1800;0.5;0.6428;5;50;0;10;2;10;30;1799;84.2;0;15.8;0;3.8;3.8;0;12.4;0;0;0;0;3;0;0;0;0;0;0;0;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.4;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R5;linderos;plana;plana;gneiss;S;150;12.04;15;1800;0.9659;0.9659;15;50;50;75;10;10;0;1794;84;16;28;0;2.8;1.2;0.2;19;5.4;0;0;0;0.8;0;0;0;1.2;2.2;0;0;12.2;0;0;0;0;7.4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;1;0;0;0;9.6;0;0;0;0;0;0;0.8;0;0;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;1;0;0;0;0.6;0;2;0;1;0;0;0;0;0;0;0;0;7.6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1.2
T4_1800R6;linderos;N;media;gneiss;N;171;8.19;40;1800;-0.5;-0.866;2;70;2;15;1;5;5;1794;81;0.4;18.6;0;1.8;2.2;0;1.8;0;0;0;0;0.2;0;0;0;0;18.6;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0.6;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;3.4;0;0;0;0.6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;1.8;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
