muestra;grad;or_R;pend_c;tipo_roca;or_L;exp;sup;pend;piso;ORNS_L;ORNS_R;paj;roc;arb;so;mg;rast;ces;alt;Lichen_cover;Moss_cover;Rock_cover;A_altoandina;A_lorentzii;Acarospora_sp1;Acarospora_sp2;B_aethalea;B_aff_aethalea;B_concinna;B_dispersa;B_sulphurea;B_tellulata;B_tesserata;B_umbrina;Buellia_sp1;C_carneopruinata;C_chlorina;C_cinnabarina;C_sideritis;C_esteril;C_fimbriata;C_melanopoda;C_pyxidata;C_symphocarpa;Cladonia_sp;C_vitellina;Catillaria_sl;D_bisporus;D_diacapsis;D_muscorum;D_scruposus;D_oreina;D_pavonii;Dictyonema_sp;F_caperata;F_haysomii;F_papilosa;H_badia;H_breverhiza;H_dentella;H_intercalanda;H_leucomela;H_longiloba;H_revoluta;H_rhabdiformis;Hy_badia;H_fenzlianum;H_obscurata;H_speciosa;L_farinosa;L_granulosula;L_laboriosa;L_rupicola;Lecidea_sp;Lecidea_sp2;Lepraria_amarilla.1;Lepraria_lobulada;Lepraria_sp1;Lepraria_sp2;Leptogium_sp;O_austroamericana;O_parella;P_afrorevoluta;Parmelinopsis_sp;P_bonariensis;P_badia;P_candelarioides;P_colombiana;P_hypoleucites;P_perreticulata;P_punctilla;P_stictica;P_semansiana;P_distincta;P_pustulata;P_dydactila;P_hababianum;P_reticulatum;P_warmingii;P_rupicola;Paraparmelia_sp;P_coriacea;Pertusaria_ap2;Pertusaria_sp2;Pertusaria_sp3;Ph_ lobulata;Ph_dubia;Ph_tribacia;Phaeophyscia_sp;Placidium_sp;Psora_sp;Psora_sp.1;R_celastri;R_pilulifera;R_puiggarii;R_confragosa;R_confragosula;R_disporum;R_geographicum;R_inorense;R_obscuratum;R_propagulosum;Rhizocarpon_gris;Rimoso_blanco;S_ramulosum;T_atra;T_nodulifer;U_africana;U_amblyoclada;U_cornuta;U_diuretzi;U_hieronymi;U_krogiana;U_luti;U_polyrrhiza;U_saxidilatata;U_saxydilatata;X_cordillerana;X_cotopaxiensis;X_farinosa;X_hipopsila;X_microspora;X_microsticta;X_mougeoti;X_nefoscelia_sl;X_parietina;X_plittii;X_punctulata;X_santesonii;X_scabrosa;X_submougeotii;X_subtinctina;X_subulcerosa;X_taractica;X_ulcerosa;X_wrightiana;Xanthoparmelia_sp;Xanthoria_sp
T2_2100R5;gigantes;S;media;granito;N;150;15.3;35;2100;-1;-0.5;5;40;0;40;20;5;10;2280;79;3;20;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;1;0;8.8;0;7.4;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_1800R9;champa;plana;vertical;granito;S;80;24;75;1800;0.9848;-0.1736;30;30;0;10;10;20;0;1799;78;0;22;0;0;0;0;4.6;17.4;0;0;0;0;0;0;0;6;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1.8;0;0;0;0;0;0;0;0;2.4;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1.2;7.6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;5;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1200R8;condorito;N;vertical;granito;S;160;15;80;1200;0.0872;-0.5;20;30;10;10;10;20;0;1190;81.8;4;14.2;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;19.6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0.6;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
T2_2400R1;gigantes;plana;plana;granito;S;165;17.2;5;2400;0.9962;0.866;1;80;0;10;5;0;0;2309;23;2;75;0;0;0;0;0;2.4;0;0;0;0;1;0.4;0;0;7.8;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;0;0;2.6;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2700R4;champa;N;vertical;granito;N;30;6.8;85;2700;-0.5;-0.766;30;65;0;5;0;0;0;2747;63;0;37;0;0.4;0;0;15.4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;17;23.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1800R1;gigantes;N;media;granito;S;150;20;40;1800;0.6428;0.342;10;80;1;5;5;0;0;1813;84;15;15;0;2.6;0;0;3.4;15;0;0;0;0;0;0;0;0;7;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0.4;0;0;0;0;0;0;1.6;0;0;0;0;0;0;6.4;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
T3_1800R3;condorito;plana;plana;granito;S;150;9.6;40;1800;1;0.342;70;60;10;10;15;10;0;1840;86;1.4;24;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0.8;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;1.8;3;0;0;0;1;0;0;0;0;0;0;2.4;1;0;0;6;0;0;0.8;0;0;0;0;8.6;0;0;0;0;0;0;0.6;0;0;0;0;0;0.8;1.6;0;1;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;2.4;2.8;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;0;0;0;0;0;0.8;0;0;0
T2_1800R15;gigantes;N;media;granito;S;155;5.44;40;1800;0.866;0.5;0;80;5;5;5;5;5;1905;69;0;31;0;1.2;0;0;0.6;0;0;0;0;0;0;0;0;0;0.6;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.2;0;0;0;0;0;0.4;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1800R14;gigantes;plana;plana;granito;S;120;7.015;10;1800;0.342;0.766;10;80;5;5;5;5;10;1890;75;0;27;0;2;0;0;0;6.6;0;0;0;0;0;0;0;0;2;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.4;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;17.2;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1800R13;gigantes;S;media;granito;S;140;8.815;35;1800;0.6428;-0.1736;60;20;20;10;5;20;20;1890;77;2;21;0;3.8;0;0;0.4;0;0;0;0;0;0;0;0;0;1;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;1.2;0;13.6;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;1.4;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_1800R8;champa;plana;vertical;granito;N;160;9.75;80;1800;-0.9397;1;35;55;0;2;2;15;0;1805;58;6;36;0;2.4;0;0;0.4;0.4;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;15.2;0;0;0;4.8;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_1800R11;champa;plana;plana;granito;N;160;15.925;5;1800;-0.866;-0.866;50;40;0;2;2;10;2;1807;87;0;13;0;5.8;0;0;0.4;2.8;0;0;0;0;0;0;0;0;1.8;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;0;0;0;11.2;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0
T2_2400R7;gigantes;N;vertical;granito;S;157;3.95;90;2400;1;0.766;5;60;0;40;0;5;0;2300;72;0.4;27.6;0;1.2;0;0;1.8;0;0;0;0;0;0;0;0;0;9.8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;3.6;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;3.8;0;0;0;0;0.4;0;0;0;3;0;0;2.6;3.6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;5.2;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2400R10;gigantes;S;vertical;granito;N;180;8.802;90;2400;-0.342;-0.866;10;30;0;20;0;0;0;2295;84;9;7;0;2.2;0;0;4;0;0;0;0;0.8;0;0;0;0;5.2;0;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.8;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.8;0;0;0;0;0;0;1.4;9.2;0;0;0;0;0;0;0;0.4;0;0.4;0;0.4;0;0;0;0;0;0;0;0;0;0;0;4.4;0;0;0;0;0;0;8.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2400R12;gigantes;N;media;granito;N;155;8.019;40;2400;-0.5;0.766;20;40;0;10;10;10;40;2313;78;2;20;0;3.2;0;0;16.2;0;0;0;0;0;0;0;0;0;12;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.4;0;0;0;0;0;0;0;0;1;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;4.4;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2400R13;gigantes;N;media;granito;N;157;7.476;40;2400;-0.9397;0.9397;10;40;0;0;30;0;40;2312;68;0;32;0;7.2;0;0;11.6;0;0;0;0;0;0;0;0;0;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;7.4;0;0;0;0;0;0;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;6.6;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2400R16;gigantes;S;vertical;granito;S;177;6.846;50;2400;0.342;-0.9848;20;10;0;0;10;20;50;2315;85;0;15;0;0.8;0;0;22.4;0;0;0;0;9.2;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8;3.8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2400R19;gigantes;plana;plana;granito;N;170;14.8;10;2400;0;0.9397;30;50;0;5;10;0;40;2297;80;0;20;0;3.8;0;0;13.4;0;0;0;0;0;0;0;0;0;7.6;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;1.4;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R18;gigantes;N;vertical;granito;S;100;2.24;80;1200;0.1736;0.766;30;20;20;10;20;20;0;1200;0;0;15.6;0;0.4;0;0;3.6;0;0;0;0;0;0;0;0;0;0.2;1.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.6;0;0;1.2;0;0;0;0;1.6;0;0;0;0;0;0;0;5.8;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;15.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0
T2_1200R6;gigantes;S;media;granito;S;140;9.02;40;1200;0.866;-0.6428;40;30;10;5;10;20;0;1200;54;14;32;0;1;0;0;7.2;0;0;0;0;0;0;0;0.4;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0.6;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8;0;0;0
T2_1200R7;gigantes;S;media;granito;S;140;9.02;40;1200;0.866;-0.6428;40;30;10;5;10;20;0;1200;62;0;38;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R2;gigantes;plana;plana;granito;N;160;7.22;20;1200;-0.6428;-0.766;30;40;20;10;10;10;0;1200;84.4;0;52;0;1.4;0;0;0.8;0;0;0;0;0;0;9.2;0;0;3.2;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;2.2;0;0;0;1;0;0;0;0;0;0;0;0;0;6.2;0;0;0
T2_1200R3;gigantes;plana;plana;granito;N;165;5.94;10;1200;-0.5;-0.9848;30;60;10;1;10;10;0;1200;66;0;34;0;2;0;0;0.4;0;0;0;0;0;0;18;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;6.2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7.6;0;0;0
T2_1800R4;gigantes;S;vertical;granito;N;150;9.12;80;1800;-0.1736;0.6428;60;80;5;10;5;10;0;1799;88;2;12;0;0.2;0;0;4.2;2.8;5.6;0;0;0;0;16.2;0;0;9.2;0;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;8.2;0;0;1.6;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0.8;0;0.4;0;0.4;0.4;0;0.2;2.4;0;0;0;0;0;0;4.8;0;0;0;0;5;0;12;0;0;0;0;0;3.8;0;0;0.8;0;0;0;0;8.4;0;0;0;0;0;0;0;0;1.6;0;0;8.2
T2_1800R5;gigantes;S;vertical;granito;S;130;12.16;85;1800;0.342;0.766;50;50;10;5;10;10;0;1801;68.6;0;44;0;0.4;0;0;0.4;0;0;0;0;0;0;1.8;0;0;0.4;0;0;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;1.6;0;0;0;0;5.6;0;0;5;0;0;0;0;0;0;0;0.4;0;0;1.2;0;0;0;0;4.2;0;0;3.6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;5.4;3.2;0;18.4;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;5.4
T2_1200R13;gigantes;S;vertical;granito;N;88;10.5;90;1200;-0.9848;-0.5;70;40;20;20;20;20;0;1200;57;0;43;0;2.8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;0;3;0;12.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R10;gigantes;N;vertical;granito;S;80;2.1;85;1200;0.766;0.766;20;20;20;10;10;20;0;1200;81;0;19;0;4.4;0;0;0;0;0;0;0;0;15.4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;7.2;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;12.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.2;0;0;0
T2_1200R11;gigantes;plana;plana;granito;N;180;19.72;15;1200;-0.5;0.766;50;30;20;5;5;5;0;1200;37;0;63;0;1.4;0;0;0;0;0;0;0;0;0;13.4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;5;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R14;gigantes;plana;plana;granito;S;140;5.6;20;1200;0.766;-0.866;30;20;20;1;5;30;0;1200;84;0;16;0;1.2;0;0;0;0;0;0;0;0;0;19.2;0;0;6.6;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0.4;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5.2
T2_1200R15;gigantes;S;media;granito;S;145;9.12;40;1200;0.1736;-0.9962;5;70;10;1;5;30;0;1200;52;2;36;0;0.8;0;0;11;0;0;0;0;0;0;6;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0;0;3.4;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R16;gigantes;plana;plana;granito;S;130;4.2;10;1200;1;0.5;2;40;40;1;5;20;0;1200;27;0;73;0;2.4;0;0;0;0;0;0;0;0;0;7.8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R17;gigantes;S;vertical;granito;S;155;3;50;1200;0.5;-0.866;20;30;20;3;1;20;0;1200;58;0;42;0;1.6;0;0;12.6;0;0;0;0;0;0;3.4;0;0;4;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2.8;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1200R18a;gigantes;S;vertical;granito;S;120;3;50;1200;0.766;-0.5;40;30;40;1;20;20;0;1200;74;6;20;0;1;0;0;0;0;0;0;0;0;0;1.6;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;11.2;0;0;0;0;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R17;gigantes;N;vertical;granito;N;113;3.712;85;1500;-0.9962;0.5;10;50;20;5;5;10;0;1408;71.6;12;16.4;0;0.4;0;0;3;0;0;0;0;0;0;2;0;0;9.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;5.6;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;3.4;0;1.4;0;0;0;0;0;0;0;0;0;4.8;0;0;2.4;0;0;0;1.6;0;0;0.8;0;0;0;0.4;0;0;0;0;0;0;0;0.2;0;0;0;1;0;3;0;14.8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
T2_1500R18;gigantes;N;vertical;granito;N;160;6.665;50;1500;-0.766;0.342;40;40;10;0;10;10;0;1405;48;0;52;0;4.6;0;0;1.8;0;0;0;0;0;0;9;0;0;0.8;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0
