id,fecha,parcela,estrato,forofito,num_forofito,corteza,dap,tipo_bosque,morfotipo,genero,especie,tipo_reprod,estructura_sexual,estructura_asexual,tipo_espora,tamano_espora,espora_largo,espora_ancho,espora_color,himenio,tlc,Observaciones
700,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Crustoso,Porina,Porina mastoidea,ambas,peritecio,isidias coraloides,septada,mediano,"36,5","5,4",hialina,no amiloideo,,
701,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Crustoso,Pyrenula,Pyrenula aspistea,sexual,peritecio,ausente,septada,pequeña,10,4,hialina,amiloideo,,
702,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp2,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
703,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp3,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
704,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp5,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
705,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
706,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp2,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
707,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Crustoso,Pyrenula,Pyrenula aspistea,sexual,peritecio,ausente,septada,pequeña,7,"3,16",hialina,amiloideo,,*
708,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp3,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
709,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Uno,fina escamosa,"15,1",,Crustoso,indeterminado,morfo B,asexual,ausente,ausente,ausente,ausente,,,ausente,ausente,,
710,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp3,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
711,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
712,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",,Crustoso,indeterminado,morfo B,asexual,ausente,ausente,ausente,ausente,,,ausente,ausente,,
713,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp3,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
714,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp2,sexual,apotecio,ausente,simple,pequeña,7,3,hialina,amiloideo,,
715,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp6,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
716,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp5,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
717,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
718,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,16,parcela permanente,Crustoso,Porina,Porina mastoidea,ambas,peritecio,isidias coraloides,septada,mediano,36,5,hialina,no amiloideo,,*
719,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp8,asexual,ausente,isidias y soralios,ausente,ausente,,,ausente,ausente,,
720,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp3,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
721,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp5,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
722,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,Dos,fina escamosa,"16,8",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp6,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
723,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,Tres,casi lisa con escamas,"17,1",parcela permanente,Crustoso,Herpothallon,Herpothallon sp1,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
724,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,Tres,casi lisa con escamas,"16,1",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp7,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
725,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,Tres,casi lisa con escamas,"16,1",parcela permanente,Crustoso,Herpothallon,Herpothallon sp1,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
726,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,Tres,casi lisa con escamas,"16,1",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp1,ambas,apotecio,isidias,simple,pequeña,4,"2,5",hialina,amiloideo,,
727,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Porina,Porina mastoidea,ambas,peritecio,isidias coraloides,septada,mediano,49,4,hialina,no amiloideo,,*
728,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Myriotrema,Myriotrema sp1,asexual,ausente,soralia,ausente,ausente,,,ausente,ausente,,
729,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp3,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
730,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Cresponea,Cresponea sp1,sexual,apotecio,ausente,septada,mediano,29,4,ausente,amiloideo,,
731,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,,Crustoso,indeterminado,morfo B,asexual,ausente,ausente,ausente,ausente,,,ausente,ausente,,
732,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp1,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
733,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Porina,Porina internigrans,ambas,peritecio,isidias coraloides,septada,mediano,65,6,hialina,no amiloideo,,
734,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,,Crustoso,Alga,Algas,sexual,lirelas,ausente,septada,pequeña,15,"3,5",hialina,amiloideo,,
735,24/10/2019,Uno,Dos,Diatenopteryx sorbifolia,cuatro,casi lisa con escamas,18,parcela permanente,Crustoso,Alyxoria,Alyxoria varia,sexual,lirelas,ausente,septada,mediano,30,5,hialina,amiloideo,,
736,,,,,,,,parcela permanente,,Herpothallon,Herpothallon spx,,,,,,,,,,,
737,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,cinco,fina escamosa,23,parcela permanente,Crustoso,Myriotrema,Myriotrema sp2,sexual,apotecio,ausente,septada,mediano,20,8,hialina,no amiloideo,,TLC Myriotrema aff viridialbum buscar hypoprotocetraric acid in addition to lichexanthone
738,24/10/2019,Uno,Uno,Diatenopteryx sorbifolia,cinco,casi lisa con escamas,23,parcela permanente,Crustoso,Cryptothecia,Cryptothecia sp3,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
739,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
740,24/10/2019,Uno,Uno,Chrysophyllum gonocarpum,cinco,fina escamosa,23,parcela permanente,Filamentoso,Coenogonium,Coenogonium sp2,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,aff. interplexum
741,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,cinco,fina escamosa,23,,Crustoso,indeterminado,morfo B,asexual,ausente,ausente,ausente,ausente,,,ausente,ausente,,
742,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,cinco,fina escamosa,23,,Crustoso,indeterminado,Morfo F,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
743,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,cinco,fina escamosa,23,parcela permanente,Crustoso,Porina,Porina nucula,sexual,peritecio,isidias cortas,septada,mediano,75,6,hialina,no amiloideo,,
744,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,cinco,fina escamosa,23,parcela permanente,Crustoso,Alyxoria,Alyxoria varia,sexual,lirelas,ausente,septada,pequeña,18,3,hialina,amiloideo,,
745,24/10/2019,Uno,Dos,Chrysophyllum gonocarpum,cinco,fina escamosa,23,,Crustoso,indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
745,,,,,,,,bosque remanente,,Ramalina,Ramalina sp,,,,,,,,,,b,
746,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque remanente,Crustoso,Cryptothecia,Cryptothecia sp2,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
746,,,,,,,,bosque remanente,Folioso,Parmotrema,Parmotrema aff. mesotropum,sexual,presente,ausente,simple,pequeño,,,hialina,,b,
747,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp8,asexual,ausente,isidias y soralios,ausente,ausente,,,ausente,ausente,,
747,,,,,,,,bosque remanente,,Ramboldia,Ramboldia russula,sexual,presente,ausente,simple,pequeño,,,hialina,,b,
748,,,,,,,,bosque remanente,,Pertusaria,Pertusaria aff. leioplacella,,,,,,,,,,b,hacer si o si TLC tiene demasiados compuestos
748,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque remanente,Crustoso,Porina,Porina sp2,sexual,peritecio,ausente,septada,mediano,38,6,hialina,no amiloideo,,
749,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque remanente,Crustoso,Malmidea,Malmidea vinosa,sexual,apotecio,ausente,simple,pequeña,15,7,hialina,amiloideo,,
750,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque remanente,Escuamuloso,Phyllopsora,Phyllopsora sp8,asexual,ausente,isidias y soralios,ausente,ausente,,,ausente,ausente,,
751,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",parcela permanente,Escuamuloso,Phyllopsora,Phyllopsora sp8,asexual,ausente,isidias y soralios,ausente,ausente,,,ausente,ausente,,
752,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque remanente,Escuamuloso,Phyllopsora,Phyllopsora sp5,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
753,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque ribereño,Crustoso,Malmidea,Malmidea granífera,sexual,apotecio,ausente,simple,pequeña,7,5,hialina,amiloideo,,
754,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Uno,casi lisa con escamas,"20,2",bosque remanente,Crustoso,Porina,Porina sp2,sexual,peritecio,ausente,septada,mediano,34,8,hialina,no amiloideo,,
755,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Herpothallon,Herpothallon sp5,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
756,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Coenogonium,Coenogonium sp1,sexual,apotecio,ausente,septada,pequeña,"6,5","2,6",hialina,amiloideo,,
757,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Herpothallon,Herpothallon sp3,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
758,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Filamentoso,Piccolia,Piccolia wrightii,sexual,apotecio,ausente,simple,pequeña,3,3,hialina,amiloideo,,
759,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Bacidia,Bacidia sp,sexual,apotecio,ausente,septada,pequeña,16,1,hialina,amiloideo,,
760,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Cryptothecia,Cryptothecia sp2,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
761,24/10/2019,Dos,Uno,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Cryptothecia,Cryptothecia sp2,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
762,,,,,,,,,,Indeterminado,Indeterminado,,,,,,,,,,,
763,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Herpothallon,Herpothallon sp3,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
764,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Herpothallon,Herpothallon sp3,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
765,24/10/2019,Dos,Dos,Diatenopteryx sorbifolia,Dos,casi lisa con escamas,"23,5",bosque remanente,Crustoso,Graphis,Graphis sp1,sexual,lirelas,ausente,,,,,,,,
766,24/10/2019,Dos,Uno,Helietta apiculata,Tres,áspera escamosa,"15,4",bosque remanente,Escuamuloso,Phyllopsora,Phyllopsora sp7,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
767,24/10/2019,Dos,Uno,Helietta apiculata,Tres,áspera escamosa,"16,4",,Crustoso,Indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
768,24/10/2019,Dos,Uno,Helietta apiculata,Tres,áspera escamosa,"15,1",bosque remanente,Crustoso,Herpothallon,Herpothallon sp2,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
769,24/10/2019,Dos,Uno,Helietta apiculata,Tres,áspera escamosa,"15,9",,Crustoso,Indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
770,24/10/2019,Dos,Dos,Helietta apiculata,Tres,áspera escamosa,"15,4",bosque remanente,Crustoso,Porina,Porina mastoidea,sexual,peritecio,isidias cortas,septada,mediano,41,7,hialina,no amiloideo,,
771,24/10/2019,Dos,Dos,Helietta apiculata,Tres,áspera escamosa,"15,4",bosque remanente,Crustoso,Porina,Porina sp2 mastoidea,sexual,peritecio,ausente,septada,mediano,32,6,hialina,no amiloideo,,
772,24/10/2019,Dos,Dos,Helietta apiculata,Tres,áspera escamosa,"15,4",bosque remanente,Crustoso,Polymeridium,Polymeridium sp1,sexual,peritecio,ausente,septada,mediano,20,5,hialina,no amiloideo,,
773,25/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Herpothallon,Herpothallon sp1,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
774,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Graphis,Graphis virescens,sexual,lirelas,ausente,septada,mediano,52,7,hialina,amiloideo,,
775,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Pyrenula,Pyrenula aspistea,sexual,peritecio,ausente,septada,mediano,20,9,hialina,amiloideo,,
776,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,,Crustoso,Indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
777,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,,Crustoso,Indeterminado,morfo E,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
778,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
780,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Malmidea,Malmidea vinosa,sexual,apotecio,ausente,simple,pequeña,12,9,hialina,amiloideo,,
781,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Porina,Porina tetracerae,sexual,peritecio,isidias cortas,septada,mediano,30,5,hialina,no amiloideo,,
782,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Letrouitia,Letrouitia domingensis,sexual,apotecio,ausente,septada,mediano,"23,6","10,21",hialina,amiloideo,,
783,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Escuamuloso,Phyllopsora,Phyllopsora sp5,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
784,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Herpothallon,Herpothallon sp1,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
785,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Coenogonium,Coenogonium subdilutum,sexual,apotecio,ausente,septada,pequeña,"6,5","2,6",hialina,amiloideo,,
786,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Letrouitia,Letrouitia domingensis,sexual,apotecio,ausente,septada,mediano,"28,5","10,6",hialina,amiloideo,,
787,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,,Crustoso,indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
788,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cuatro,casi lisa con grietas,16,bosque remanente,Crustoso,Malmidea,Malmidea vinosa,sexual,apotecio,ausente,simple,pequeña,16,"7,61",hialina,amiloideo,,
789,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Polymeridium,Polymeridium sp1,sexual,peritecio,ausente,septada,pequeña,6,2,hialina,no amiloideo,,
790,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Pyrenula,Pyrenula quassiaecola,sexual,peritecio,ausente,septada,grande,37,14,marrón,no amiloideo,,
791,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Cryptothecia,Cryptothecia sp6,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
792,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Herpothallon,Herpothallon sp4,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
793,24/10/2019,Dos,Uno,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",,Crustoso,indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
794,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Pyrenula,Pyrenula aspistea,sexual,peritecio,ausente,septada,mediano,18,"9,5",hialina,amiloideo,,
795,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Graphis,Graphis virescens,sexual,lirelas,ausente,septada,pequeña,18,2,hialina,amiloideo,,
796,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
797,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
798,24/10/2019,Dos,Dos,Ocotea diospyrifolia,cinco,casi lisa con grietas,"30,2",bosque remanente,Crustoso,Cryptothecia,Cryptothecia sp2,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
799,,,,,,,,bosque remanente,,Phyllopsora,Phyllopsora sp,,,,,,,,,,,
799,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Escuamuloso,Phyllopsora,Phyllopsora sp6,estéril,ausente,ausente,ausente,ausente,,,ausente,ausente,,
800,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",,Crustoso,indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
801,24/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Crustoso,Letrouitia,Letrouitia domingensis,sexual,apotecio,ausente,septada,mediano,24,10,hialina,amiloideo,,
802,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",,Crustoso,indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
803,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Crustoso,Cryptothecia,Cryptothecia sp1,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
804,24/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Folioso,Flakea,Flakea papillata,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
805,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Crustoso,Lithothelium,Lithothelium obtectum,sexual,peritecio,ausente,septada,pequeña,10,5,hialina,amiloideo,,*
806,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Escuamuloso,Phyllopsora,Phyllopsora sp7,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
807,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Crustoso,Cryptothecia,Cryptothecia sp1,asexual,ausente,soredio,ausente,ausente,,,ausente,ausente,,
808,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Escuamuloso,Phyllopsora,Phyllopsora sp7,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
809,25/10/2019,Tres,Dos,Ocotea diospyrifolia,Tres,casi lisa con grietas,"34,4",bosque ribereño,Crustoso,Porina,Porina sp1,sexual,peritecio,isidias,,,,,,no amiloideo,,*
810,,,,,,,,,,indeterminado,indeterminado,,,,,,,,,,,
811,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Crustoso,Cryptothecia,Cryptothecia sp3,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
812,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",,Crustoso,indeterminado,morfo A,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
813,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Escuamuloso,Phyllopsora,Phyllopsora sp7,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
814,24/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Folioso,Flakea,Flakea papillata,ausente,ausente,ausente,ausente,ausente,,,ausente,ausente,,
815,24/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Crustoso,Letrouitia,Letrouitia domingensis,sexual,apotecio,ausente,septada,mediano,"26,5","8,23",hialina,amiloideo,,
816,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Crustoso,Malmidea,Malmidea gyalectoides,sexual,apotecio,ausente,simple,pequeña,12,7,hialina,amiloideo,,
817,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Crustoso,Malmidea,Malmidea vinosa,sexual,apotecio,ausente,simple,pequeña,11,7,hialina,amiloideo,,
818,25/10/2019,Tres,Uno,Ocotea diospyrifolia,Uno,casi lisa con grietas,"47,1",bosque ribereño,Crustoso,Crocynia,Crocynia aff. pyxinoides,asexual,ausente,isidias,ausente,ausente,,,ausente,ausente,,
