nro;grad;Acarospora_altoandina;Acarospora_lorentzii;Acarospora_sp1;Acarospora_sp2;Buellia_aethalea;Buellia_aff_aethalea;Buellia_aff_sulfurea;Buellia_concinna;Buellia_crema;Buellia_dispersa;Buellia_sp1;Buellia_sulphurea;Buellia_tellulata;Buellia_tesserata;Buellia_umbrina;Caloplaca_aff_chlorina;Caloplaca_cinnabarina;Caloplaca_sideritis;Candelariella_vitellina;Canoparmelia_carneopruinata;Catillaria_sl;Cladonia_esteril;Cladonia_fimbriata;Cladonia_melanopoda;Cladonia_pyxidata;Cladonia_sp;Cladonia_symphocarpa;Cob_líquenes;Cob_musgo;Cob_roca;Pertusaria_sp3;Dictyonema_sp;Dimelaena_oreina;Diploschistes_bisporus;Diploschistes_diacapsis;Diploschistes_scruposus;Diploschystes_diacapsis;Diploschystes_muscorum;Dyctionema_pavonii;Lepraria_amarilla;Estereocaulon_ramulosum;Flavoparmelia_caperata;Flavoparmelia_haysomii;Flavoparmelia_papilosa;Haematomma_fenzlianum;Heterodemia_badia;Heterodermia_leucomela;Heterodermia_obscurata;Heterodermia_sp;Heterodermia_speciosa;Heterotermia_obscurata;Psora_sp;Hypotrachyna_aff_dentella;Hypotrachyna_aff_intercalanda;Hypotrachyna_aff_longiloba;Hypotrachyna_badia;Hypotrachyna_breverhiza;Hypotrachyna_isidiada;Hypotrachyna_laciniada;Hypotrachyna_obscura;Hypotrachyna_revoluta;Hypotrachyna_rhabdiformis;Lecanora_cf_rupicola;Lecanora_farinosa;Lecidea_aff_laboriosa;Lecidea_sp;Lecidea_sp2;Lecidella_granulosula;Lepraria_amarilla;Lepraria_lobulada;Lepraria_verde;Leptogium_sp;Neofuscelia_sp;Ochrolechia_austroamericana;Ochrolechia_parella;Paraparmelia_rupicola;Paraparmelia_sp;Parmelinopsis_afrorevoluta;Parmelinopsis_sp;Parmotrema_aff_bonariensis;Parmotrema_aff_hababianum;Parmotrema_reticulatum;Parmotrema_warmingii;Peltigera_dydactila;Pertusaria_aff_coriacea;Pertusaria_ap2;Pertusaria_beige;Pertusaria_sp2;Phaeophyscia_sp;Physcia_dubia;Physcia_tribacia;Physcia_ lobulata;Placidium_sp;Placomaronea_candelarioides;Placomaronea_negra;Protoparmelia_badia;Psiloparmelia_distincta;Psiloparmelia_pustulata;Psora_sp;Punctelia_aff_hypoleucites;Punctelia_aff_semansiana;Punctelia_colombiana;Punctelia_perreticulata;Punctelia_punctilla;Punctelia_stictica;Ramalina_celastri;Ramalina_cf_pilulifera;Ramalina_aff_puiggarii;Rhizocarpon_cf_inorense;Rhizocarpon_disporum;Rhizocarpon_geographicum;Rhizocarpon_geographicum2;Rhizocarpon_gris;Rhizocarpon_obscuratum;Rhizocarpon_propagulosum;Rhizocarpon_verde;Rimoso_blanco;Rinodina_confragosula;Rinodina_confragosa;Stereocaulon_ramulosum;Teloschystes_nodulifer;Tephromela_atra;Umbilicaria_africana;Umbilicaria_polyrrhiza;Usnea_aff_saxydilatata;Usnea_amblyoclada;Usnea_apoteciada;Usnea_cornuta;Usnea_diuretzi;Usnea_hieronymi;Usnea_krogiana;Usnea_luti;Usnea_saxidilatata;Usnea_sp;Xanthoparmelia_cordillerana;Xanthoparmelia_cotopaxiensis;Xanthoparmelia_farinosa;Xanthoparmelia_hipopsila;Xanthoparmelia_microspora;Xanthoparmelia_microsticta;Xanthoparmelia_mougeoti;Xanthoparmelia_plittii;Xanthoparmelia_punctulata;Xanthoparmelia_santesonii;Xanthoparmelia_scabrosa;Xanthoparmelia_sp;Xanthoparmelia_submougeotii;Xanthoparmelia_subtinctina;Xanthoparmelia_subulcerosa;Xanthoparmelia_sutinctina;Xanthoparmelia_taractica;Xanthoparmelia_ulcerosa;Xanthoparmelia_wrightiana;Xanthoria_parietina;Xanthoria_sp;Xanthorparmelia_microspora;or_roca;ORNS_R;or_R;E;W;exp;L;A;sup;pend;pend_c;tipo_roca;or_ladera;ORNS_L;or_L;paj;roc;arb;so;mg;rast;ces;alt;piso;obs
T4_2700R11;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;-0.766;N;2;65;113;3.1;6.6;20.46;85;vertical;gneiss;120;-0.5;N;10;70;0;10;0;10;5;2672;2700;NA
T4_2700R13;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260;-0.1736;N;40;10;130;3;6.9;20.7;85;vertical;gneiss;160;-0.9397;N;20;70;0;5;2;5;0;2676;2700;NA
T4_2700R14;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;-0.342;N;0;60;120;3.4;4.5;15.3;75;vertical;gneiss;150;-0.866;N;10;80;0;2;1;5;0;2669;2700;NA
T4_2700R15;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;0.5;plana;0;10;170;4.2;4.8;20.16;10;plana;gneiss;100;-0.1736;N;10;85;0;0;0;5;0;2675;2700;NA
T4_2700R16;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;0.9848;S;3;20;157;3.9;2;7.8;40;media;gneiss;10;0.9848;S;5;30;10;30;15;15;0;2673;2700;NA
T4_2700R17;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;S;0;70;110;4.4;5.4;23.76;75;vertical;gneiss;40;0.766;S;20;65;0;10;2;70;5;2661;2700;NA
T4_2700R18;linderos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;S;0;70;110;3.4;3.3;11.22;70;vertical;gneiss;60;0.5;S;20;75;0;0;0;10;0;2664;2700;NA
T2_1800R7;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0.6428;N;60;50;70;0.9;3.5;3.15;85;vertical;granito;7;0.9925;S;5;20;0;5;10;5;35;1790;1800;NA
T2_2400R4;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;0.4226;N;5;5;170;4.6;1.6;7.36;75;vertical;granito;0;1;S;60;30;0;1;5;0;0;2303;2400;NA
T2_2400R5;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;0;plana;10;20;150;3.8;2.1;7.98;40;media;granito;130;-0.6428;N;20;30;0;10;30;0;0;2300;2400;NA
T2_2400R3;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0.9848;N;0;80;100;5.1;1.2;6.12;85;vertical;granito;80;0.1736;S;30;40;30;20;5;30;0;2300;2400;NA
T3_1800R2;condorito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0.9848;plana;10;20;150;3.1;6.3;19.53;10;plana;granito;10;0.9848;S;20;60;10;5;10;5;0;1858;1800;NA
T3_1800R3;condorito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;0.342;plana;60;0;120;3;1.5;4.5;10;plana;granito;0;1;S;40;50;0;10;10;10;0;1837;1800;NA
T1_1800R9a;champa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;210;-0.866;plana;5;50;125;4.25;3.4;14.45;10;plana;granito;150;-0.866;N;15;70;0;2;5;5;10;1802;1800;NA
T2_2400R6;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;S;60;3;117;3;1.96;5.88;40;media;granito;359;0.9998;S;20;10;0;40;20;10;0;2299;2400;NA
T2_2400R7;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;N;3;20;157;1;3.95;3.95;90;vertical;granito;0;1;S;5;60;0;40;0;5;0;2300;2400;NA
T2_2400R8;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;-0.9659;plana;3;0;177;5.3;3;15.9;20;plana;granito;110;-0.342;N;20;50;1;30;10;5;20;2305;2400;NA
T2_2400R9;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;-0.5;plana;3;0;177;4.19;4.87;20.4053;15;plana;granito;120;-0.5;N;20;40;0;0;0;0;0;2292;2400;NA
T2_2400R10;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;-0.866;S;0;0;180;1.63;5.4;8.802;90;vertical;granito;110;-0.342;N;10;30;0;20;0;0;0;2295;2400;NA
T2_2400R11;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;0.9397;N;10;7;163;1.67;3.6;6.012;70;vertical;granito;80;0.1736;S;20;10;1;20;10;0;0;2313;2400;NA
T2_2400R12;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;N;0;25;155;2.43;3.3;8.019;40;media;granito;120;-0.5;N;20;40;0;10;10;10;40;2312;2400;NA
T2_2400R13;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;N;3;20;157;4.45;1.68;7.476;40;media;granito;160;-0.9397;N;10;40;0;0;30;0;40;2312;2400;NA
T2_2400R14;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;-0.9659;plana;0;1;179;6.3;2.4;15.12;10;plana;granito;160;-0.9397;N;5;60;0;30;20;0;10;2311;2400;NA
T2_2400R15;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;S;20;10;150;1.5;3.7;5.55;50;vertical;granito;200;-0.9397;N;20;30;0;0;10;0;50;2312;2400;NA
T2_2400R16;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;-0.9848;S;3;0;177;2.1;3.26;6.846;50;vertical;granito;290;0.342;S;20;10;0;0;10;20;50;2315;2400;NA
T2_2400R17;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;-0.8192;S;10;0;170;0.9;4.93;4.437;80;vertical;granito;300;0.5;S;20;20;0;0;10;0;60;2303;2400;NA
T2_2400R18;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;-0.9397;S;10;60;110;3;3;9;83;vertical;granito;270;0;N;30;50;0;5;10;0;40;2297;2400;NA
T2_2400R19;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;0.9397;plana;10;0;170;4;3.7;14.8;10;plana;granito;270;0;N;30;50;0;5;10;0;40;2297;2400;NA
T2_1800R4;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;-0.9659;S;0;30;150;2;3;6;35;media;granito;135;-0.7071;N;60;30;5;10;5;10;0;1200;1800;NA
T2_1800R16;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;-0.5;plana;20;40;120;1;3.4;3.4;10;plana;granito;90;0;S;5;40;5;20;10;5;50;1921;1800;NA
T2_900R12;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;S;40;2;138;2.64;5.83;15.3912;79;vertical;granito;230;-0.6428;N;10;70;20;10;10;5;0;917;900;NA
T2_900R10;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;-0.9397;S;3;50;127;2.35;3.9;9.165;80;vertical;granito;180;-1;N;15;70;10;10;10;5;0;916;900;NA
T2_900R18;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0.6428;N;10;90;80;3.97;5.4;21.438;70;vertical;granito;170;-0.9848;N;17.5;60;20;7.5;5;7.5;0;930;900;NA
T2_2100R18;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;-0.9563;plana;10;30;140;5.86;7.79;45.6494;20;plana;granito;100;-0.1736;N;5;80;0;10;10;10;0;2280;2100;NA
T2_2100R15;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;0.5;N;3;42;135;4.6;2;9.2;45;media;granito;70;0.342;S;10;60;0;20;10;10;0;2280;2100;NA
T2_2100R16;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;0.9063;N;70;10;100;3.5;2.64;9.24;40;media;granito;60;0.5;S;5;70;0;10;10;10;0;2260;2100;NA
T2_2100R13;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;plana;15;20;145;7.8;7.4;57.72;10;plana;granito;20;0.9397;S;10;60;10;5;5;5;10;2260;2100;NA
T2_2100R8;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0.9397;N;23;5;152;2.26;4.6;10.396;90;vertical;granito;270;0;N;30;10;10;10;10;20;30;2270;2100;NA
T2_2100R9;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;S;10;40;130;10;10;100;90;vertical;granito;260;-0.1736;N;10;30;0;10;20;20;40;2273;2100;NA
T2_2100R10;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;plana;3;20;157;3.8;8.2;31.16;10;plana;granito;3.4;0.9982;S;10;40;30;20;10;10;5;2257;2100;NA
T2_2100R11;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0.9848;N;0;29;151;6.2;4;24.8;35;media;granito;20;0.9397;S;0;95;0;5;1;0;0;2250;2100;NA
T2_2100R12;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0.6428;N;17;40;123;4.9;2.45;12.005;90;vertical;granito;210;-0.866;N;20;10;0;10;10;20;40;2275;2100;NA
T2_2100R13;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;-0.5;S;20;10;150;5.3;3;15.9;90;vertical;granito;240;-0.5;N;50;30;0;10;10;10;10;2279;2100;NA
T2_2100R2;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260;-0.1736;S;20;10;150;3.2;4;12.8;73;vertical;granito;210;-0.866;N;5;30;0;40;10;10;5;2280;2100;NA
T2_2100R3;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;-0.9848;S;10;10;160;5.3;5.5;29.15;40;media;granito;190;-0.9848;N;5;30;0;10;10;10;60;2290;2100;NA
T2_2100R4;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;S;20;20;140;3;5.6;16.8;40;media;granito;180;-1;N;5;30;0;5;10;10;40;2280;2100;NA
T2_2100R5;gigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;-0.5;S;20;10;150;3.4;4.5;15.3;35;media;granito;180;-1;N;5;40;0;40;20;5;10;2280;2100;NA
T3_1200R17;condorito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320;0.766;plana;70;20;90;2.1;3.5;7.35;90;vertical;granito;30;0.866;S;20;30;20;20;10;10;0;900;1200;NA
T3_1200R19;condorito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;plana;0;10;170;3;3;9;35;media;granito;150;-0.866;N;30;30;20;10;5;20;0;900;1200;NA
T3_1200R4;condorito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;-0.5;plana;70;10;100;2.2;5.2;11.44;80;vertical;granito;150;-0.866;N;40;20;5;5;10;5;0;992;1200;NA
