roca,posicion,tcontacto,tinicio,tabs,spp,tmt,tabsparc,tabstot,tini,status_final,status_initial
R14U,1_2,33,35,52,U.amblyoclada,control_sur,17,19,17,1,1
R14U,1_2,45,48,89,U.amblyoclada,control_sur,41,44,41,1,1
R14U,1_2,57,59,89,U.amblyoclada,control_sur,30,32,30,1,1
R14U,1_2,91,95,103,U.amblyoclada,control_sur,8,12,8,1,1
R14U,1_2,94,99,128,U.amblyoclada,control_sur,29,34,29,1,1
R14U,1_2,98,99,105,U.amblyoclada,control_sur,6,7,6,1,1
R14U,1_2,101,102,105,U.amblyoclada,control_sur,3,4,3,1,1
R14P,2_2,15,16,18,P.reticulatum,control_sur,2,3,2,1,1
R14P,2_2,23,29,56,P.reticulatum,control_sur,27,33,27,1,1
R14P,2_2,37,38,40,P.reticulatum,control_sur,2,3,2,1,1
R14P,2_2,44,45,50,P.reticulatum,control_sur,5,6,5,1,1
R14P,2_2,55,57,61,P.reticulatum,control_sur,4,6,4,1,1
R14P,2_2,62,63,66,P.reticulatum,control_sur,3,4,3,1,1
R14P,2_2,82,126,131,P.reticulatum,control_sur,5,49,5,1,1
R15,1_1,7,14,90,U.amblyoclada,sur_norte,90,90,90,0,0
R15,1_1,14,15,82,U.amblyoclada,sur_norte,67,68,67,1,1
R15,1_1,22,29,100,U.amblyoclada,sur_norte,71,78,71,1,1
R15,1_1,40,45,55,U.amblyoclada,sur_norte,10,15,10,1,1
R15,1_1,45,47,53,U.amblyoclada,sur_norte,6,8,6,1,1
R15,1_1,71,72,77,U.amblyoclada,sur_norte,5,6,5,1,1
R15,1_2,6,8,52,P.reticulatum,sur_norte,44,46,44,1,1
R15,1_2,11,18,44,P.reticulatum,sur_norte,26,33,26,1,1
R15,1_2,21,24,55,P.reticulatum,sur_norte,31,34,31,1,1
R15,1_2,26,28,31,P.reticulatum,sur_norte,3,5,3,1,1
R15,1_2,46,47,49,P.reticulatum,sur_norte,2,3,2,1,1
R15,1_2,55,56,81,P.reticulatum,sur_norte,25,26,25,1,1
R15,2_2,8,90,90,P.reticulatum,sur_norte,90,90,90,0,0
R15,2_2,16,19,25,P.reticulatum,sur_norte,6,9,6,1,1
R15,2_2,20,21,78,P.reticulatum,sur_norte,57,58,57,1,1
R15,2_2,25,26,40,P.reticulatum,sur_norte,14,15,14,1,1
R15,2_2,35,45,58,P.reticulatum,sur_norte,13,23,13,1,1
R15,2_2,66,67,88,P.reticulatum,sur_norte,21,22,21,1,1
R15,2_3,8,10,17,U.amblyoclada,sur_norte,7,9,7,1,1
R15,2_3,16,18,62,U.amblyoclada,sur_norte,44,46,44,1,1
R15,2_3,19,20,24,U.amblyoclada,sur_norte,4,5,4,1,1
R15,2_3,23,24,27,U.amblyoclada,sur_norte,3,4,3,1,1
R15,2_3,26,27,36,U.amblyoclada,sur_norte,9,10,9,1,1
R15,2_3,30,31,40,U.amblyoclada,sur_norte,9,10,9,1,1
R15,2_3,41,42,54,U.amblyoclada,sur_norte,12,13,12,1,1
R15,2_3,56,57,63,U.amblyoclada,sur_norte,6,7,6,1,1
R16,1_2,13,14,23,U.amblyoclada,sur_norte,9,10,9,1,1
R16,1_2,16,18,26,U.amblyoclada,control_norte,8,10,8,1,1
R16,1_2,20,47,120,U.amblyoclada,control_norte,73,90,73,1,1
R16,1_2,25,26,39,U.amblyoclada,control_norte,13,14,13,1,1
R16,1_2,29,30,41,U.amblyoclada,control_norte,11,12,11,1,1
R16,1_2,56,56,57,U.amblyoclada,control_norte,1,1,1,1,1
R16,1_2,60,61,71,U.amblyoclada,control_norte,10,11,10,1,1
R16,1_2,64,64,75,U.amblyoclada,control_norte,11,11,11,1,1
R16,1_2,76,76,82,U.amblyoclada,control_norte,6,6,6,1,1
R16,2_2,11,12,14,P.reticulatum,control_norte,2,3,2,1,1
R16,2_2,15,16,63,P.reticulatum,control_norte,47,48,47,1,1
R16,2_2,28,30,42,P.reticulatum,control_norte,12,14,12,1,1
R16,2_2,32,35,49,P.reticulatum,control_norte,14,17,14,1,1
R16,2_2,44,45,75,P.reticulatum,control_norte,30,31,30,1,1
R16,2_2,53,55,115,P.reticulatum,control_norte,60,62,60,1,1
R16,2_2,56,57,74,P.reticulatum,control_norte,17,18,17,1,1
R16,1_3,5,7,16,U.amblyoclada,control_norte,9,11,9,1,1
R16,1_3,10,13,64,U.amblyoclada,control_norte,51,54,51,1,1
R16,1_3,17,18,22,U.amblyoclada,control_norte,4,5,4,1,1
R16,1_3,28,31,35,U.amblyoclada,control_norte,4,7,4,1,1
R16,1_3,36,37,42,U.amblyoclada,control_norte,5,6,5,1,1
R16,1_3,48,49,60,U.amblyoclada,control_norte,11,12,11,1,1
R16,1_3,67,74,79,U.amblyoclada,control_norte,5,12,5,1,1
R16,1_3,71,74,78,U.amblyoclada,control_norte,4,7,4,1,1
R16,2_1,16,17,20,U.amblyoclada,control_norte,3,4,3,1,1
R16,2_1,21,21,24,U.amblyoclada,control_norte,3,3,3,1,1
R16,2_1,30,31,35,U.amblyoclada,control_norte,4,5,4,1,1
R16,2_1,87,96,120,U.amblyoclada,control_norte,24,33,24,1,1
R16,2_1,94,97,106,U.amblyoclada,control_norte,9,12,9,1,1
R16,2_1,101,109,113,U.amblyoclada,control_norte,4,12,4,1,1
R16,2_1,113,119,152,U.amblyoclada,control_norte,33,39,33,1,1
R17,1_1,10,14,19,U.amblyoclada,control_sur,5,9,5,1,1
R17,1_1,27,28,39,U.amblyoclada,control_sur,11,12,11,1,1
R17,1_1,44,62,105,U.amblyoclada,control_sur,43,61,43,1,1
R17,1_1,55,57,92,U.amblyoclada,control_sur,35,37,35,1,1
R17,1_1,84,90,90,U.amblyoclada,control_sur,90,90,90,0,0
R17,1_1,139,141,193,U.amblyoclada,control_sur,52,54,52,1,1
R17,2_1,5,10,90,P.reticulatum,control_sur,90,90,90,0,0
R17,2_1,10,12,51,P.reticulatum,control_sur,39,41,39,1,1
R17,2_1,15,16,51,P.reticulatum,control_sur,35,36,35,1,1
R17,2_1,25,28,73,P.reticulatum,control_sur,45,48,45,1,1
R17,2_1,39,55,105,P.reticulatum,control_sur,50,66,50,1,1
R17,2_1,44,47,82,P.reticulatum,control_sur,35,38,35,1,1
R17,2_1,64,65,124,P.reticulatum,control_sur,59,60,59,1,1
R17,2_1,94,95,108,P.reticulatum,control_sur,13,14,13,1,1
R17,1_2,6,7,67,P.reticulatum,control_sur,60,61,60,1,1
R17,1_2,9,11,16,P.reticulatum,control_sur,5,7,5,1,1
R17,1_2,13,33,83,P.reticulatum,control_sur,50,70,50,1,1
R17,1_2,21,22,31,P.reticulatum,control_sur,9,10,9,1,1
R17,1_2,24,25,28,P.reticulatum,control_sur,3,4,3,1,1
R17,1_2,32,33,43,P.reticulatum,control_sur,10,11,10,1,1
R17,1_2,43,44,50,P.reticulatum,control_sur,6,7,6,1,1
R17,1_2,84,96,112,P.reticulatum,control_sur,16,28,16,1,1
R17,2_2,5,7,24,U.amblyoclada,control_sur,17,19,17,1,1
R17,2_2,10,12,34,U.amblyoclada,control_sur,22,24,22,1,1
R17,2_2,13,15,48,U.amblyoclada,control_sur,33,35,33,1,1
R17,2_2,22,22,51,U.amblyoclada,control_sur,29,29,29,1,1
R17,2_2,25,28,37,U.amblyoclada,control_sur,9,12,9,1,1
R17,2_2,30,36,90,U.amblyoclada,control_sur,54,60,54,1,1
R17,2_2,49,50,73,U.amblyoclada,control_sur,23,24,23,1,1
R17,1_3,6,7,12,P.reticulatum,control_sur,5,6,5,1,1
R17,1_3,14,15,23,P.reticulatum,control_sur,8,9,8,1,1
R17,1_3,17,20,34,P.reticulatum,control_sur,14,17,14,1,1
R17,1_3,29,30,32,P.reticulatum,control_sur,2,3,2,1,1
R17,1_3,38,39,51,P.reticulatum,control_sur,12,13,12,1,1
R17,2_3,13,16,28,U.amblyoclada,control_sur,12,15,12,1,1
R17,2_3,16,18,32,U.amblyoclada,control_sur,14,16,14,1,1
R17,2_3,20,24,90,U.amblyoclada,control_sur,90,90,90,0,0
R17,2_3,26,57,90,U.amblyoclada,control_sur,90,90,90,0,0
R17,2_3,30,31,35,U.amblyoclada,control_sur,4,5,4,1,1
R18,1_1,7,12,97,U.amblyoclada,norte_sur,85,90,85,1,1
R18,1_1,11,12,22,U.amblyoclada,norte_sur,10,11,10,1,1
R18,1_1,14,86,126,U.amblyoclada,norte_sur,40,90,40,1,1
R18,1_1,18,20,29,U.amblyoclada,norte_sur,9,11,9,1,1
R18,1_1,57,59,70,U.amblyoclada,norte_sur,11,13,11,1,1
R18,1_1,61,90,90,U.amblyoclada,norte_sur,90,90,90,0,0
R18,1_2,13,36,59,U.amblyoclada,norte_sur,23,46,23,1,1
R18,1_2,24,37,105,U.amblyoclada,norte_sur,68,81,68,1,1
R18,1_2,46,49,94,U.amblyoclada,norte_sur,45,48,45,1,1
R18,1_2,64,69,82,U.amblyoclada,norte_sur,13,18,13,1,1
R18,1_2,84,90,115,U.amblyoclada,norte_sur,25,31,25,1,1
R18,1_3,4,11,20,P.reticulatum,norte_sur,9,16,9,1,1
R18,1_3,9,10,15,P.reticulatum,norte_sur,5,6,5,1,1
R18,1_3,15,24,52,P.reticulatum,norte_sur,28,37,28,1,1
R18,1_3,19,90,90,P.reticulatum,norte_sur,90,90,90,0,0
R18,1_3,82,84,141,P.reticulatum,norte_sur,57,59,57,1,1
R18,2_1(_1) y 2_2,6,18,90,P.reticulatum,norte_sur,90,90,90,0,0
R18,2_1(_1) y 2_2,45,68,90,P.reticulatum,norte_sur,22,45,22,1,1
R18,2_1(_1) y 2_2,65,68,75,P.reticulatum,norte_sur,7,10,7,1,1
R18,2_1(_1) y 2_2,69,71,78,P.reticulatum,norte_sur,7,9,7,1,1
R18,2_1(_1) y 2_2,72,73,86,P.reticulatum,norte_sur,13,14,13,1,1
R18,2_1(_1) y 2_2,76,78,84,P.reticulatum,norte_sur,6,8,6,1,1
R18,2_3,14,12,33,U.amblyoclada,norte_sur,21,19,21,1,1
R18,2_3,31,34,43,U.amblyoclada,norte_sur,9,12,9,1,1
R18,2_3,44,45,47,U.amblyoclada,norte_sur,2,3,2,1,1
R18,2_3,49,51,62,U.amblyoclada,norte_sur,11,13,11,1,1
R18,2_3,51,55,70,U.amblyoclada,norte_sur,15,19,15,1,1
R19,1_1,5,6,62,U.amblyoclada,sur_norte,56,57,56,1,1
R19,1_1,38,39,46,U.amblyoclada,sur_norte,7,8,7,1,1
R19,1_1,40,41,48,U.amblyoclada,sur_norte,7,8,7,1,1
R19,1_1,58,60,72,U.amblyoclada,sur_norte,12,14,12,1,1
R19,1_1,72,73,85,U.amblyoclada,sur_norte,12,13,12,1,1
R19,1_3,6,7,15,U.amblyoclada,sur_norte,8,9,8,1,1
R19,1_3,18,18,19,U.amblyoclada,sur_norte,1,1,1,1,1
R19,1_3,22,23,29,U.amblyoclada,sur_norte,6,7,6,1,1
R19,1_3,34,35,36,U.amblyoclada,sur_norte,1,2,1,1,1
R19,1_3,25,26,28,U.amblyoclada,sur_norte,2,3,2,1,1
R19,2_2,48,49,55,P.reticulatum,sur_norte,6,7,6,1,1
R19,2_2,51,70,106,P.reticulatum,sur_norte,36,55,36,1,1
R19,2_2,55,61,71,P.reticulatum,sur_norte,10,16,10,1,1
R19,2_2,58,60,78,P.reticulatum,sur_norte,18,20,18,1,1
R19,2_2,62,71,97,P.reticulatum,sur_norte,26,35,26,1,1
R19,2_1,8,10,14,U.amblyoclada,sur_norte,4,6,4,1,1
R19,2_1,14,18,37,U.amblyoclada,sur_norte,19,23,19,1,1
R19,2_1,18,19,27,U.amblyoclada,sur_norte,8,9,8,1,1
R19,2_1,22,23,41,U.amblyoclada,sur_norte,18,19,18,1,1
R19,2_1,69,90,90,U.amblyoclada,sur_norte,90,90,90,0,0
R20,1_2,8,10,25,U.amblyoclada,control_norte,15,17,15,1,1
R20,1_2,13,14,16,U.amblyoclada,control_norte,2,3,2,1,1
R20,1_2,16,20,42,U.amblyoclada,control_norte,22,26,22,1,1
R20,1_2,24,33,39,U.amblyoclada,control_norte,6,15,6,1,1
R20,1_2,54,55,90,U.amblyoclada,control_norte,35,36,35,1,1
R20,2_2,6,7,12,U.amblyoclada,control_norte,5,6,5,1,1
R20,2_2,10,12,22,U.amblyoclada,control_norte,10,12,10,1,1
R20,2_2,13,14,18,U.amblyoclada,control_norte,4,5,4,1,1
R20,2_2,17,18,21,U.amblyoclada,control_norte,3,4,3,1,1
R20,2_2,21,23,34,U.amblyoclada,control_norte,11,13,11,1,1
R20,2_2,32,35,61,U.amblyoclada,control_norte,26,29,26,1,1
R20,1_1,7,9,11,U.amblyoclada,control_norte,2,4,2,1,1
R20,1_1,12,12,23,U.amblyoclada,control_norte,11,11,11,1,1
R20,1_1,21,23,62,U.amblyoclada,control_norte,39,41,39,1,1
R20,1_1,26,27,42,U.amblyoclada,control_norte,15,16,15,1,1
R20,1_1,30,34,50,U.amblyoclada,control_norte,16,20,16,1,1
R20,1_1,36,37,42,U.amblyoclada,control_norte,5,6,5,1,1
R20,1_1,40,47,69,U.amblyoclada,control_norte,22,29,22,1,1
R20,1_1,44,46,61,U.amblyoclada,control_norte,15,17,15,1,1
R20,RP,12,35,101,P.reticulatum,control_norte,66,89,66,1,1
R20,RP,17,19,74,P.reticulatum,control_norte,55,57,55,1,1
R20,RP,22,24,90,P.reticulatum,control_norte,90,90,90,0,0
R20,RP,30,31,63,P.reticulatum,control_norte,32,33,32,1,1
R20,RP,34,41,85,P.reticulatum,control_norte,44,51,44,1,1
R20,RP,39,40,96,P.reticulatum,control_norte,56,57,56,1,1
R19,1_1,7,9,90,P.reticulatum,sur_norte,90,90,90,0,0
R19,1_1,13,14,21,P.reticulatum,sur_norte,7,8,7,1,1
R19,1_1,18,20,63,P.reticulatum,sur_norte,43,45,43,1,1
R19,1_1,56,57,62,P.reticulatum,sur_norte,5,6,5,1,1
R19,1_1,68,70,74,P.reticulatum,sur_norte,4,6,4,1,1
R19,1_1,82,97,133,P.reticulatum,sur_norte,36,51,36,1,1
R19,2_1,7,11,18,U.amblyoclada,sur_norte,7,11,7,1,1
R19,2_1,15,16,25,U.amblyoclada,sur_norte,9,10,9,1,1
R19,2_1,18,22,45,U.amblyoclada,sur_norte,23,27,23,1,1
R19,2_1,22,24,43,U.amblyoclada,sur_norte,19,21,19,1,1
R19,2_1,29,32,111,U.amblyoclada,sur_norte,79,82,79,1,1
R21,1_3,6,7,14,U.amblyoclada,control_sur,7,8,7,1,1
R21,1_3,10,12,22,U.amblyoclada,control_sur,10,12,10,1,1
R21,1_3,15,23,53,U.amblyoclada,control_sur,30,38,30,1,1
R21,1_3,23,25,30,U.amblyoclada,control_sur,5,7,5,1,1
R21,1_3,27,30,36,U.amblyoclada,control_sur,6,9,6,1,1
R21,1_3,66,70,103,U.amblyoclada,control_sur,33,37,33,1,1
R21,2_3,19,21,39,P.reticulatum,control_sur,18,20,18,1,1
R21,2_3,23,35,90,P.reticulatum,control_sur,90,90,90,0,0
R21,2_3,61,64,66,P.reticulatum,control_sur,2,5,2,1,1
R21,2_3,77,78,81,P.reticulatum,control_sur,3,4,3,1,1
R21,2_3,88,88,89,P.reticulatum,control_sur,1,1,1,1,1
R21,2_2,7,17,27,P.reticulatum,control_sur,10,20,10,1,1
R21,2_2,12,13,23,P.reticulatum,control_sur,10,11,10,1,1
R21,2_2,19,23,69,P.reticulatum,control_sur,46,50,46,1,1
R21,2_2,25,26,34,P.reticulatum,control_sur,8,9,8,1,1
R21,2_2,35,37,90,P.reticulatum,control_sur,90,90,90,0,0
R21,2_2,40,43,63,P.reticulatum,control_sur,20,23,20,1,1
R21,2_2,65,70,90,P.reticulatum,control_sur,90,90,90,0,0
R21,1_2,13,26,69,U.amblyoclada,control_sur,43,56,43,1,1
R21,1_2,18,19,40,U.amblyoclada,control_sur,21,22,21,1,1
R21,1_2,23,26,41,U.amblyoclada,control_sur,15,18,15,1,1
R21,1_2,34,43,96,U.amblyoclada,control_sur,53,62,53,1,1
R21,1_2,55,56,76,U.amblyoclada,control_sur,20,21,20,1,1
R22,1_1,6,7,13,U.amblyoclada,norte_sur,6,7,6,1,1
R22,1_1,11,12,19,U.amblyoclada,norte_sur,7,8,7,1,1
R22,1_1,15,16,33,U.amblyoclada,norte_sur,17,18,17,1,1
R22,1_1,59,60,69,U.amblyoclada,norte_sur,9,10,9,1,1
R22,1_1,64,65,74,U.amblyoclada,norte_sur,9,10,9,1,1
R22,1_1,83,84,90,U.amblyoclada,norte_sur,6,7,6,1,1
R22,1_1,87,88,96,U.amblyoclada,norte_sur,8,9,8,1,1
R22,1_1,96,98,110,U.amblyoclada,norte_sur,12,14,12,1,1
R22,1_2,16,17,87,P.reticulatum,norte_sur,70,71,70,1,1
R22,1_2,20,90,90,P.reticulatum,norte_sur,90,90,90,0,0
R22,1_2,24,39,90,P.reticulatum,norte_sur,90,90,90,0,0
R22,1_2,41,46,55,P.reticulatum,norte_sur,9,14,9,1,1
R22,1_2,49,119,124,P.reticulatum,norte_sur,5,75,5,1,1
R22,1_2,53,54,65,P.reticulatum,norte_sur,11,12,11,1,1
R22,1_3,11,13,38,P.reticulatum,norte_sur,25,27,25,1,1
R22,1_3,16,16,22,P.reticulatum,norte_sur,6,6,6,1,1
R22,1_3,24,25,61,P.reticulatum,norte_sur,36,37,36,1,1
R22,1_3,36,36,37,P.reticulatum,norte_sur,1,1,1,1,1
R22,1_3,40,41,44,P.reticulatum,norte_sur,3,4,3,1,1
R22,1_3,44,44,45,P.reticulatum,norte_sur,1,1,1,1,1
R22,2_3,10,11,23,U.amblyoclada,norte_sur,12,13,12,1,1
R22,2_3,14,15,19,U.amblyoclada,norte_sur,4,5,4,1,1
R22,2_3,17,20,32,U.amblyoclada,norte_sur,12,15,12,1,1
R22,2_3,28,30,42,U.amblyoclada,norte_sur,12,14,12,1,1
R22,2_3,48,49,55,U.amblyoclada,norte_sur,6,7,6,1,1
R22,2_3,78,81,94,U.amblyoclada,norte_sur,13,16,13,1,1
R22,2_1,11,12,19,P.reticulatum,norte_sur,7,8,7,1,1
R22,2_1,18,21,90,P.reticulatum,norte_sur,90,90,90,0,0
R22,2_1,33,34,39,P.reticulatum,norte_sur,5,6,5,1,1
R22,2_1,40,41,66,P.reticulatum,norte_sur,25,26,25,1,1
R22,2_1,60,63,90,P.reticulatum,norte_sur,90,90,90,0,0
R22,2_1,65,67,73,P.reticulatum,norte_sur,6,8,6,1,1
R22,2_1,70,79,90,P.reticulatum,norte_sur,90,90,90,0,0
R22,2_2,61,69,119,U.amblyoclada,norte_sur,50,58,50,1,1
R22,2_2,74,79,125,U.amblyoclada,norte_sur,46,51,46,1,1
R22,2_2,78,81,90,U.amblyoclada,norte_sur,90,90,90,0,0
R22,2_2,74,85,130,U.amblyoclada,norte_sur,45,56,45,1,1
R22,2_2,83,84,96,U.amblyoclada,norte_sur,12,13,12,1,1
R22,2_2,87,88,94,U.amblyoclada,norte_sur,6,7,6,1,1
R22,2_2,106,90,90,U.amblyoclada,norte_sur,90,90,90,0,0
R23,1_1,8,10,33,U.amblyoclada,sur_norte,23,25,23,1,1
R23,1_1,12,16,21,U.amblyoclada,sur_norte,5,9,5,1,1
R23,1_1,23,25,28,U.amblyoclada,sur_norte,3,5,3,1,1
R23,1_1,27,33,43,U.amblyoclada,sur_norte,10,16,10,1,1
R23,1_1,31,44,98,U.amblyoclada,sur_norte,54,67,54,1,1
R23,RP2,77,82,85,P.reticulatum,sur_norte,3,8,3,1,1
R23,RP2,82,83,89,P.reticulatum,sur_norte,6,7,6,1,1
R23,RP2,86,87,100,P.reticulatum,sur_norte,13,14,13,1,1
R23,RP2,89,94,100,P.reticulatum,sur_norte,6,11,6,1,1
R23,RP2,92,94,121,P.reticulatum,sur_norte,27,29,27,1,1
R23,1_2,9,10,27,U.amblyoclada,sur_norte,17,18,17,1,1
R23,1_2,13,14,23,U.amblyoclada,sur_norte,9,10,9,1,1
R23,1_2,17,18,23,U.amblyoclada,sur_norte,5,6,5,1,1
R23,1_2,21,23,31,U.amblyoclada,sur_norte,8,10,8,1,1
R23,1_2,98,101,152,U.amblyoclada,sur_norte,51,54,51,1,1
R23,1_2,103,104,127,U.amblyoclada,sur_norte,23,24,23,1,1
R23,1_3,6,11,90,U.amblyoclada,sur_norte,90,90,90,0,0
R23,1_3,9,41,124,U.amblyoclada,sur_norte,83,90,83,1,1
R23,1_3,13,21,116,U.amblyoclada,sur_norte,90,90,90,1,0
R23,1_3,20,22,67,U.amblyoclada,sur_norte,45,47,45,1,1
R23,1_3,23,25,44,U.amblyoclada,sur_norte,19,21,19,1,1
R23,1_3,79,85,90,U.amblyoclada,sur_norte,90,90,90,0,0
R24,1_1,7,10,26,U.amblyoclada,control_norte,16,19,16,1,1
R24,1_1,12,94,175,U.amblyoclada,control_norte,81,90,81,1,1
R24,1_1,48,50,80,U.amblyoclada,control_norte,30,32,30,1,1
R24,1_1,52,53,57,U.amblyoclada,control_norte,4,5,4,1,1
R24,1_1,53,63,68,U.amblyoclada,control_norte,5,15,5,1,1
R24,1_3,7,9,42,U.amblyoclada,control_norte,33,35,33,1,1
R24,1_3,11,12,16,U.amblyoclada,control_norte,4,5,4,1,1
R24,1_3,15,16,25,U.amblyoclada,control_norte,9,10,9,1,1
R24,1_3,19,22,42,U.amblyoclada,control_norte,20,23,20,1,1
R24,1_3,23,24,27,U.amblyoclada,control_norte,3,4,3,1,1
R24,1_3,52,58,71,U.amblyoclada,control_norte,13,19,13,1,1
R24,1_3,56,57,81,U.amblyoclada,control_norte,24,25,24,1,1
R24,2_1,6,20,41,U.amblyoclada,control_norte,21,35,21,1,1
R24,2_1,10,13,29,U.amblyoclada,control_norte,16,19,16,1,1
R24,2_1,15,16,50,U.amblyoclada,control_norte,34,35,34,1,1
R24,2_1,37,90,90,U.amblyoclada,control_norte,90,90,90,0,0
R24,2_1,42,43,87,U.amblyoclada,control_norte,44,45,44,1,1
R24,2_3,8,90,90,P.reticulatum,control_norte,90,90,90,0,0
R24,2_3,16,18,59,P.reticulatum,control_norte,41,43,41,1,1
R24,2_3,21,90,90,P.reticulatum,control_norte,90,90,90,0,0
R24,2_3,28,29,44,P.reticulatum,control_norte,15,16,15,1,1
R24,2_3,32,33,98,P.reticulatum,control_norte,65,66,65,1,1
R24,2_3,38,42,90,P.reticulatum,control_norte,90,90,90,0,0
R25,1_1,6,14,90,P.reticulatum,norte_sur,90,90,90,0,0
R25,1_1,12,20,115,P.reticulatum,norte_sur,90,90,90,1,0
R25,1_1,17,90,90,P.reticulatum,norte_sur,90,90,90,0,0
R25,1_1,21,38,51,P.reticulatum,norte_sur,13,30,13,1,1
R25,1_1,68,69,88,P.reticulatum,norte_sur,19,20,19,1,1
R25,1_1,76,78,91,P.reticulatum,norte_sur,13,15,13,1,1
R25,1_2,7,8,31,U.amblyoclada,norte_sur,23,24,23,1,1
R25,1_2,15,16,23,U.amblyoclada,norte_sur,7,8,7,1,1
R25,1_2,19,20,26,U.amblyoclada,norte_sur,6,7,6,1,1
R25,1_2,37,54,100,U.amblyoclada,norte_sur,46,63,46,1,1
R25,1_2,84,86,97,U.amblyoclada,norte_sur,11,13,11,1,1
R25,1_2,88,91,115,U.amblyoclada,norte_sur,24,27,24,1,1
R25,1_3,7,11,90,P.reticulatum,norte_sur,90,90,90,0,0
R25,1_3,12,90,90,P.reticulatum,norte_sur,90,90,90,0,0
R25,1_3,22,25,98,P.reticulatum,norte_sur,73,76,73,1,1
R25,1_3,26,27,36,P.reticulatum,norte_sur,9,10,9,1,1
R25,1_3,53,55,81,P.reticulatum,norte_sur,26,28,26,1,1
R25,2_1,7,8,12,U.amblyoclada,norte_sur,4,5,4,1,1
R25,2_1,12,12,19,U.amblyoclada,norte_sur,7,7,7,1,1
R25,2_1,16,18,42,U.amblyoclada,norte_sur,24,26,24,1,1
R25,2_1,80,82,110,U.amblyoclada,norte_sur,28,30,28,1,1
R25,2_1,85,90,126,U.amblyoclada,norte_sur,36,41,36,1,1
R25,2_2,8,8,8,P.reticulatum,norte_sur,0,0,0,1,1
R25,2_2,12,14,20,P.reticulatum,norte_sur,6,8,6,1,1
R25,2_2,17,21,43,P.reticulatum,norte_sur,22,26,22,1,1
R25,2_2,25,26,30,P.reticulatum,norte_sur,4,5,4,1,1
R25,2_2,29,30,35,P.reticulatum,norte_sur,5,6,5,1,1
R25,2_2,48,53,61,P.reticulatum,norte_sur,8,13,8,1,1
R25,2_3,6,7,10,U.amblyoclada,norte_sur,3,4,3,1,1
R25,2_3,11,12,16,U.amblyoclada,norte_sur,4,5,4,1,1
R25,2_3,14,15,19,U.amblyoclada,norte_sur,4,5,4,1,1
R25,2_3,40,41,53,U.amblyoclada,norte_sur,12,13,12,1,1
R25,2_3,44,45,56,U.amblyoclada,norte_sur,11,12,11,1,1
R26,1_1,5,6,25,U.amblyoclada,control_sur,19,20,19,1,1
R26,1_1,10,11,45,U.amblyoclada,control_sur,34,35,34,1,1
R26,1_1,14,15,26,U.amblyoclada,control_sur,11,12,11,1,1
R26,1_1,18,20,43,U.amblyoclada,control_sur,23,25,23,1,1
R26,1_1,36,52,75,U.amblyoclada,control_sur,23,39,23,1,1
R26,1_2,6,8,41,P.reticulatum,control_sur,33,35,33,1,1
R26,1_2,10,13,48,P.reticulatum,control_sur,35,38,35,1,1
R26,1_2,14,17,39,P.reticulatum,control_sur,22,25,22,1,1
R26,1_2,30,31,43,P.reticulatum,control_sur,12,13,12,1,1
R26,1_2,34,35,50,P.reticulatum,control_sur,15,16,15,1,1
R26,1_3,7,10,41,P.reticulatum,control_sur,31,34,31,1,1
R26,1_3,12,14,20,P.reticulatum,control_sur,6,8,6,1,1
R26,1_3,23,28,90,P.reticulatum,control_sur,90,90,90,0,0
R26,1_3,36,37,54,P.reticulatum,control_sur,17,18,17,1,1
R26,1_3,44,51,90,P.reticulatum,control_sur,90,90,90,0,0
R26,2_1,6,10,90,U.amblyoclada,control_sur,90,90,90,0,0
R26,2_1,16,18,35,U.amblyoclada,control_sur,17,19,17,1,1
R26,2_1,19,21,29,U.amblyoclada,control_sur,8,10,8,1,1
R26,2_1,30,31,52,U.amblyoclada,control_sur,21,22,21,1,1
R26,2_1,49,51,66,U.amblyoclada,control_sur,15,17,15,1,1
R26,2_2,9,16,20,P.reticulatum,control_sur,4,11,4,1,1
R26,2_2,16,17,30,P.reticulatum,control_sur,13,14,13,1,1
R26,2_2,23,24,35,P.reticulatum,control_sur,11,12,11,1,1
R26,2_2,37,49,121,P.reticulatum,control_sur,72,84,72,1,1
R26,2_2,64,65,75,P.reticulatum,control_sur,10,11,10,1,1
R26,2_3,10,13,24,U.amblyoclada,control_sur,11,14,11,1,1
R26,2_3,17,25,90,U.amblyoclada,control_sur,90,90,90,0,0
R26,2_3,31,35,96,U.amblyoclada,control_sur,61,65,61,1,1
R26,2_3,38,40,90,U.amblyoclada,control_sur,90,90,90,0,0
R27,1_1,6,27,46,U.amblyoclada,control_norte,19,40,19,1,1
R27,1_1,15,18,56,U.amblyoclada,control_norte,38,41,38,1,1
R27,1_1,18,31,70,U.amblyoclada,control_norte,39,52,39,1,1
R27,1_1,43,51,59,U.amblyoclada,control_norte,8,16,8,1,1
R27,1_1,56,68,101,U.amblyoclada,control_norte,33,45,33,1,1
R27,2_1,9,12,17,P.reticulatum,control_norte,5,8,5,1,1
R27,2_1,13,14,17,P.reticulatum,control_norte,3,4,3,1,1
R27,2_1,17,18,19,P.reticulatum,control_norte,1,2,1,1,1
R27,2_1,20,22,25,P.reticulatum,control_norte,3,5,3,1,1
R27,2_1,30,31,36,P.reticulatum,control_norte,5,6,5,1,1
R27,2_1,66,67,90,P.reticulatum,control_norte,90,90,90,0,0
