roca,posicion,tcontacto,tinicio,tabs,spp,tmt,tabsparc,tabstot,tini,status_final,status_initial
R6,2_1,46,48,56,U.amblyoclada,baja_media,8,10,8,1,1
R6,2_1,51,52,54,U.amblyoclada,baja_media,2,3,2,1,1
R6,2_1,60,68,74,U.amblyoclada,baja_media,6,14,6,1,1
R6,2_1,64,90,90,U.amblyoclada,baja_media,90,90,90,0,0
R6,2_1,71,76,97,U.amblyoclada,baja_media,21,26,21,1,1
R6,2_1,77,79,93,U.amblyoclada,baja_media,14,16,14,1,1
R6,2_1,86,90,105,U.amblyoclada,baja_media,15,19,15,1,1
R6,2_1,96,102,107,U.amblyoclada,baja_media,5,11,5,1,1
R6,2_1,102,104,112,U.amblyoclada,baja_media,8,10,8,1,1
R6,2_1,106,109,116,U.amblyoclada,baja_media,7,10,7,1,1
R6,2_1,111,115,121,U.amblyoclada,baja_media,6,10,6,1,1
R6,2_2,6,50,90,U.amblyoclada,baja_media,90,90,90,0,0
R6,2_2,10,24,44,U.amblyoclada,baja_media,20,34,20,1,1
R6,2_2,13,44,90,U.amblyoclada,baja_media,90,90,90,0,0
R6,2_2,16,19,39,U.amblyoclada,baja_media,20,23,20,1,1
R6,2_2,21,29,61,U.amblyoclada,baja_media,32,40,32,1,1
R6,2_2,25,36,54,U.amblyoclada,baja_media,18,29,18,1,1
R6,2_2,29,31,49,U.amblyoclada,baja_media,18,20,18,1,1
R6,2_2,63,81,90,U.amblyoclada,baja_media,90,90,90,0,0
R6,2_3,7,9,15,P.reticulatum,baja_media,6,8,6,1,1
R6,2_3,11,17,90,P.reticulatum,baja_media,90,90,90,0,0
R6,2_3,17,35,90,P.reticulatum,baja_media,90,90,90,0,0
R6,2_3,20,26,34,P.reticulatum,baja_media,8,14,8,1,1
R6,2_3,24,27,30,P.reticulatum,baja_media,3,6,3,1,1
R6,2_3,35,36,45,P.reticulatum,baja_media,9,10,9,1,1
R6,2_3,39,49,99,P.reticulatum,baja_media,50,60,50,1,1
R6,2_3,42,52,104,P.reticulatum,baja_media,52,62,52,1,1
R6,2_3,45,55,106,P.reticulatum,baja_media,51,61,51,1,1
R6,2_3,48,49,53,P.reticulatum,baja_media,4,5,4,1,1
R6,2_3,51,61,67,P.reticulatum,baja_media,6,16,6,1,1
R7,1_1,7,8,9,U.amblyoclada,baja_media,1,2,1,1,1
R7,1_1,10,12,32,U.amblyoclada,baja_media,20,22,20,1,1
R7,1_1,14,17,26,U.amblyoclada,baja_media,9,12,9,1,1
R7,1_1,18,22,38,U.amblyoclada,baja_media,16,20,16,1,1
R7,1_1,22,26,31,U.amblyoclada,baja_media,5,9,5,1,1
R7,1_1,25,32,36,U.amblyoclada,baja_media,4,11,4,1,1
R7,1_1,29,30,33,U.amblyoclada,baja_media,3,4,3,1,1
R7,1_1,33,35,44,U.amblyoclada,baja_media,9,11,9,1,1
R7,1_1,63,64,65,U.amblyoclada,baja_media,1,2,1,1,1
R7,1_1,67,70,76,U.amblyoclada,baja_media,6,9,6,1,1
R7,1_1,71,76,81,U.amblyoclada,baja_media,5,10,5,1,1
R7,1_1,74,75,79,U.amblyoclada,baja_media,4,5,4,1,1
R7,1_1,78,81,86,U.amblyoclada,baja_media,5,8,5,1,1
R7,1_1,81,85,91,U.amblyoclada,baja_media,6,10,6,1,1
R7,1_1,84,96,98,U.amblyoclada,baja_media,2,14,2,1,1
R7,1_1,88,91,103,U.amblyoclada,baja_media,12,15,12,1,1
R7,1_2,8,17,20,P.reticulatum,baja_media,3,12,3,1,1
R7,1_2,12,20,92,P.reticulatum,baja_media,72,80,72,1,1
R7,1_2,15,21,29,P.reticulatum,baja_media,8,14,8,1,1
R7,1_2,18,20,24,P.reticulatum,baja_media,4,6,4,1,1
R7,1_2,21,22,26,P.reticulatum,baja_media,4,5,4,1,1
R7,1_2,27,30,35,P.reticulatum,baja_media,5,8,5,1,1
R7,1_2,30,31,33,P.reticulatum,baja_media,2,3,2,1,1
R7,1_2,33,34,37,P.reticulatum,baja_media,3,4,3,1,1
R7,1_2,37,43,47,P.reticulatum,baja_media,4,10,4,1,1
R7,1_2,41,43,48,P.reticulatum,baja_media,5,7,5,1,1
R7,1_2,44,45,47,P.reticulatum,baja_media,2,3,2,1,1
R7,1_2,47,48,49,P.reticulatum,baja_media,1,2,1,1,1
R7,1_2,50,52,59,P.reticulatum,baja_media,7,9,7,1,1
R7,1_2,52,54,63,P.reticulatum,baja_media,9,11,9,1,1
R7,1_2,55,59,64,P.reticulatum,baja_media,5,9,5,1,1
R7,1_2,59,65,67,P.reticulatum,baja_media,2,8,2,1,1
R7,1_3,7,30,33,P.reticulatum,baja_media,3,26,3,1,1
R7,1_3,11,32,35,P.reticulatum,baja_media,3,24,3,1,1
R7,1_3,14,33,36,P.reticulatum,baja_media,3,22,3,1,1
R7,1_3,17,18,19,P.reticulatum,baja_media,1,2,1,1,1
R7,1_3,22,24,27,P.reticulatum,baja_media,3,5,3,1,1
R7,1_3,25,27,29,P.reticulatum,baja_media,2,4,2,1,1
R7,1_3,28,32,35,P.reticulatum,baja_media,3,7,3,1,1
R7,1_3,36,39,42,P.reticulatum,baja_media,3,6,3,1,1
R7,1_3,39,43,48,P.reticulatum,baja_media,5,9,5,1,1
R7,1_3,42,49,56,P.reticulatum,baja_media,7,14,7,1,1
R7,1_3,45,52,54,P.reticulatum,baja_media,2,9,2,1,1
R7,1_3,52,53,54,P.reticulatum,baja_media,1,2,1,1,1
R7,1_3,56,57,58,P.reticulatum,baja_media,1,2,1,1,1
R7,1_3,72,75,79,P.reticulatum,baja_media,4,7,4,1,1
R7,1_3,76,78,85,P.reticulatum,baja_media,7,9,7,1,1
R7,1_3,78,79,80,P.reticulatum,baja_media,1,2,1,1,1
R7,1_3,82,83,86,P.reticulatum,baja_media,3,4,3,1,1
R7,1_3,85,89,93,P.reticulatum,baja_media,4,8,4,1,1
R7,1_3,88,91,97,P.reticulatum,baja_media,6,9,6,1,1
R7,2_3,14,15,16,U.amblyoclada,baja_media,1,2,1,1,1
R7,2_3,16,17,20,U.amblyoclada,baja_media,3,4,3,1,1
R7,2_3,18,19,20,U.amblyoclada,baja_media,1,2,1,1,1
R7,2_3,23,24,30,U.amblyoclada,baja_media,6,7,6,1,1
R7,2_3,26,27,29,U.amblyoclada,baja_media,2,3,2,1,1
R7,2_3,30,31,35,U.amblyoclada,baja_media,4,5,4,1,1
R7,2_3,34,36,43,U.amblyoclada,baja_media,7,9,7,1,1
R7,2_3,37,29,45,U.amblyoclada,baja_media,16,8,16,1,1
R7,2_3,45,50,53,U.amblyoclada,baja_media,3,8,3,1,1
R7,2_3,50,53,55,U.amblyoclada,baja_media,2,5,2,1,1
R7,2_3,71,73,85,U.amblyoclada,baja_media,12,14,12,1,1
R7,2_1,10,17,40,P.reticulatum,baja_media,23,30,23,1,1
R7,2_1,14,16,45,P.reticulatum,baja_media,29,31,29,1,1
R7,2_1,19,45,90,P.reticulatum,baja_media,90,90,90,0,0
R7,2_1,22,25,31,P.reticulatum,baja_media,6,9,6,1,1
R7,2_1,26,45,74,P.reticulatum,baja_media,29,48,29,1,1
R7,2_1,31,41,47,P.reticulatum,baja_media,6,16,6,1,1
R7,2_1,35,37,51,P.reticulatum,baja_media,14,16,14,1,1
R7,2_1,38,42,52,P.reticulatum,baja_media,10,14,10,1,1
R7,2_1,42,44,53,P.reticulatum,baja_media,9,11,9,1,1
R7,2_1,46,47,49,P.reticulatum,baja_media,2,3,2,1,1
R7,2_1,50,81,96,P.reticulatum,baja_media,15,46,15,1,1
R7,2_1,53,90,90,P.reticulatum,baja_media,90,90,90,0,0
R7,2_1,58,62,99,P.reticulatum,baja_media,37,41,37,1,1
R7,2_1,61,67,92,P.reticulatum,baja_media,25,31,25,1,1
R7,2_1,66,67,69,P.reticulatum,baja_media,2,3,2,1,1
R7,2_1,69,75,84,P.reticulatum,baja_media,9,15,9,1,1
R7,2_1,73,74,79,P.reticulatum,baja_media,5,6,5,1,1
R7,2_1,77,79,85,P.reticulatum,baja_media,6,8,6,1,1
R7,2_1,81,92,101,P.reticulatum,baja_media,9,20,9,1,1
R7,2_1,85,87,93,P.reticulatum,baja_media,6,8,6,1,1
R7,2_1,89,95,98,P.reticulatum,baja_media,3,9,3,1,1
R7,2_1,94,101,107,P.reticulatum,baja_media,6,13,6,1,1
R7,2_2,6,8,21,U.amblyoclada,baja_media,13,15,13,1,1
R7,2_2,10,12,22,U.amblyoclada,baja_media,10,12,10,1,1
R7,2_2,15,18,27,U.amblyoclada,baja_media,9,12,9,1,1
R7,2_2,18,22,31,U.amblyoclada,baja_media,9,13,9,1,1
R7,2_2,29,37,47,U.amblyoclada,baja_media,10,18,10,1,1
R7,2_2,34,35,54,U.amblyoclada,baja_media,19,20,19,1,1
R7,2_2,36,38,56,U.amblyoclada,baja_media,18,20,18,1,1
R7,2_2,40,44,75,U.amblyoclada,baja_media,31,35,31,1,1
R7,2_2,44,46,81,U.amblyoclada,baja_media,35,37,35,1,1
R7,2_2,47,51,85,U.amblyoclada,baja_media,34,38,34,1,1
R7,2_2,51,55,101,U.amblyoclada,baja_media,46,50,46,1,1
R7,2_2,56,58,107,U.amblyoclada,baja_media,49,51,49,1,1
R7,2_2,73,75,92,U.amblyoclada,baja_media,17,19,17,1,1
R7,2_2,76,81,95,U.amblyoclada,baja_media,14,19,14,1,1
R8,1_1,6,8,16,U.amblyoclada,baja_media,8,10,8,1,1
R8,1_1,11,12,18,U.amblyoclada,baja_media,6,7,6,1,1
R8,1_1,16,18,22,U.amblyoclada,baja_media,4,6,4,1,1
R8,1_1,23,24,27,U.amblyoclada,baja_media,3,4,3,1,1
R8,1_1,27,28,31,U.amblyoclada,baja_media,3,4,3,1,1
R8,1_1,32,36,42,U.amblyoclada,baja_media,6,10,6,1,1
R8,1_1,36,38,41,U.amblyoclada,baja_media,3,5,3,1,1
R8,1_1,39,40,41,U.amblyoclada,baja_media,1,2,1,1,1
R8,1_1,43,46,52,U.amblyoclada,baja_media,6,9,6,1,1
R8,1_1,48,49,50,U.amblyoclada,baja_media,1,2,1,1,1
R8,1_1,55,56,58,U.amblyoclada,baja_media,2,3,2,1,1
R8,1_1,63,64,66,U.amblyoclada,baja_media,2,3,2,1,1
R8,1_1,66,67,67,U.amblyoclada,baja_media,0,1,0,1,1
R8,1_1,70,71,72,U.amblyoclada,baja_media,1,2,1,1,1
R8,1_1,79,80,85,U.amblyoclada,baja_media,5,6,5,1,1
R8,2_1,7,13,18,P.reticulatum,baja_media,5,11,5,1,1
R8,2_1,10,13,90,P.reticulatum,baja_media,90,90,90,0,0
R8,2_1,14,16,36,P.reticulatum,baja_media,20,22,20,1,1
R8,2_1,18,19,89,P.reticulatum,baja_media,70,71,70,1,1
R8,2_1,32,90,90,P.reticulatum,baja_media,90,90,90,0,0
R8,2_1,40,41,80,P.reticulatum,baja_media,39,40,39,1,1
R8,2_1,51,90,90,P.reticulatum,baja_media,90,90,90,0,0
R8,2_1,64,74,90,P.reticulatum,baja_media,90,90,90,0,0
R8,1_3,6,6,6,U.amblyoclada,baja_media,0,0,0,1,1
R8,1_3,11,15,26,U.amblyoclada,baja_media,11,15,11,1,1
R8,1_3,15,24,29,U.amblyoclada,baja_media,5,14,5,1,1
R8,1_3,18,20,30,U.amblyoclada,baja_media,10,12,10,1,1
R8,1_3,21,25,50,U.amblyoclada,baja_media,25,29,25,1,1
R8,1_3,25,33,67,U.amblyoclada,baja_media,34,42,34,1,1
R8,1_3,29,43,78,U.amblyoclada,baja_media,35,49,35,1,1
R8,1_3,31,32,39,U.amblyoclada,baja_media,7,8,7,1,1
R8,1_3,36,40,127,U.amblyoclada,baja_media,90,90,90,0,0
R8,1_3,39,47,118,U.amblyoclada,baja_media,71,79,71,1,1
R8,1_3,42,43,49,U.amblyoclada,baja_media,6,7,6,1,1
R8,1_3,46,47,90,U.amblyoclada,baja_media,90,90,90,0,0
R8,1_3,55,57,64,U.amblyoclada,baja_media,7,9,7,1,1
R8,2_3,6,7,49,P.reticulatum,baja_media,42,43,42,1,1
R8,2_3,10,12,51,P.reticulatum,baja_media,39,41,39,1,1
R8,2_3,33,36,96,P.reticulatum,baja_media,60,63,60,1,1
R8,2_3,35,64,123,P.reticulatum,baja_media,59,88,59,1,1
R8,2_3,41,90,90,P.reticulatum,baja_media,90,90,90,0,0
R9,1_1,8,11,45,P.reticulatum,baja_media,34,37,34,1,1
R9,1_1,12,16,37,P.reticulatum,baja_media,21,25,21,1,1
R9,1_1,20,22,43,P.reticulatum,baja_media,21,23,21,1,1
R9,1_1,23,90,126,P.reticulatum,baja_media,90,90,90,0,0
R9,1_1,29,31,39,P.reticulatum,baja_media,8,10,8,1,1
R9,1_1,37,90,90,P.reticulatum,baja_media,90,90,90,0,0
R9,1_1,41,48,82,P.reticulatum,baja_media,34,41,34,1,1
R9,1_1,58,80,90,P.reticulatum,baja_media,90,90,90,0,0
R9,1_1,73,79,93,P.reticulatum,baja_media,14,20,14,1,1
R9,1_1,7,9,23,U.amblyoclada,baja_media,14,16,14,1,1
R9,1_1,11,20,37,U.amblyoclada,baja_media,17,26,17,1,1
R9,1_1,30,36,90,U.amblyoclada,baja_media,90,90,90,0,0
R9,1_1,42,46,78,U.amblyoclada,baja_media,32,36,32,1,1
R9,1_3,5,25,36,P.reticulatum,baja_media,11,31,11,1,1
R9,1_3,8,31,40,P.reticulatum,baja_media,9,32,9,1,1
R9,1_3,11,19,23,P.reticulatum,baja_media,4,12,4,1,1
R9,1_3,15,31,41,P.reticulatum,baja_media,10,26,10,1,1
R9,1_3,29,30,31,P.reticulatum,baja_media,1,2,1,1,1
R9,1_3,33,35,42,P.reticulatum,baja_media,7,9,7,1,1
R9,1_3,36,36,41,P.reticulatum,baja_media,5,5,5,1,1
R9,1_3,39,39,42,P.reticulatum,baja_media,3,3,3,1,1
R9,1_3,73,74,125,P.reticulatum,baja_media,51,52,51,1,1
R9,2_1,9,14,90,P.reticulatum,baja_media,90,90,90,0,0
R9,2_1,13,21,48,P.reticulatum,baja_media,27,35,27,1,1
R9,2_1,26,29,37,P.reticulatum,baja_media,8,11,8,1,1
R9,2_1,30,90,90,P.reticulatum,baja_media,90,90,90,0,0
R9,2_1,33,87,124,P.reticulatum,baja_media,37,90,37,1,1
R9,2_1,40,44,113,P.reticulatum,baja_media,69,73,69,1,1
R9,2_2,6,10,28,U.amblyoclada,baja_media,18,22,18,1,1
R9,2_2,16,20,90,U.amblyoclada,baja_media,90,90,90,0,0
R9,2_2,19,23,90,U.amblyoclada,baja_media,90,90,90,0,0
R10,1_1,8,11,80,U.amblyoclada,baja_media,69,72,69,1,1
R10,1_1,13,15,46,U.amblyoclada,baja_media,31,33,31,1,1
R10,1_1,16,18,41,U.amblyoclada,baja_media,23,25,23,1,1
R10,1_1,21,25,38,U.amblyoclada,baja_media,13,17,13,1,1
R10,1_1,26,28,81,U.amblyoclada,baja_media,53,55,53,1,1
R10,1_1,30,31,59,U.amblyoclada,baja_media,28,29,28,1,1
R10,1_1,47,48,82,U.amblyoclada,baja_media,34,35,34,1,1
R10,1_1,58,85,90,U.amblyoclada,baja_media,90,90,90,0,0
R10,2_1,7,27,82,P.reticulatum,baja_media,55,75,55,1,1
R10,2_1,16,90,90,P.reticulatum,baja_media,90,90,90,0,0
R10,2_1,20,47,90,P.reticulatum,baja_media,90,90,90,0,0
R10,2_1,35,90,90,P.reticulatum,baja_media,90,90,90,0,0
R10,2_1,39,55,90,P.reticulatum,baja_media,90,90,90,0,0
R10,2_1,43,47,89,P.reticulatum,baja_media,42,46,42,1,1
R10,2_1,61,90,90,P.reticulatum,baja_media,90,90,90,0,0
R10,2_1,68,90,90,P.reticulatum,baja_media,0,22,0,1,1
R10,2_1,87,90,90,P.reticulatum,baja_media,90,90,90,0,0
R10,1_2,7,8,28,P.reticulatum,baja_media,20,21,20,1,1
R10,1_2,11,38,60,P.reticulatum,baja_media,22,49,22,1,1
R10,1_2,15,16,36,P.reticulatum,baja_media,20,21,20,1,1
R10,1_2,22,42,142,P.reticulatum,baja_media,90,90,90,1,0
R10,1_2,26,33,90,P.reticulatum,baja_media,90,90,90,0,0
R10,1_2,30,90,90,P.reticulatum,baja_media,90,90,90,0,0
R10,1_2,42,90,90,P.reticulatum,baja_media,90,90,90,0,0
R10,2_2,17,22,41,U.amblyoclada,baja_media,19,24,19,1,1
R10,2_2,20,23,60,U.amblyoclada,baja_media,37,40,37,1,1
R10,2_2,25,34,92,U.amblyoclada,baja_media,58,67,58,1,1
R10,2_2,33,35,91,U.amblyoclada,baja_media,56,58,56,1,1
R10,2_2,38,41,108,U.amblyoclada,baja_media,67,70,67,1,1
R10,2_2,42,43,58,U.amblyoclada,baja_media,15,16,15,1,1
R10,2_2,46,47,58,U.amblyoclada,baja_media,11,12,11,1,1
R10,2_2,55,59,79,U.amblyoclada,baja_media,20,24,20,1,1
R10,1_3,39,42,92,U.amblyoclada,baja_media,50,53,50,1,1
R10,1_3,46,47,103,U.amblyoclada,baja_media,56,57,56,1,1
R10,1_3,50,52,61,U.amblyoclada,baja_media,9,11,9,1,1
R10,1_3,55,62,105,U.amblyoclada,baja_media,43,50,43,1,1
R10,1_3,59,61,79,U.amblyoclada,baja_media,18,20,18,1,1
R10,1_3,69,75,137,U.amblyoclada,baja_media,62,68,62,1,1
R10,1_3,75,77,98,U.amblyoclada,baja_media,21,23,21,1,1
R10,2_3,6,7,11,P.reticulatum,baja_media,4,5,4,1,1
R10,2_3,10,15,32,P.reticulatum,baja_media,17,22,17,1,1
R10,2_3,15,16,50,P.reticulatum,baja_media,34,35,34,1,1
R10,2_3,19,26,87,P.reticulatum,baja_media,61,68,61,1,1
R10,2_3,23,51,148,P.reticulatum,baja_media,90,90,90,1,0
R11,1_1,19,21,48,U.amblyoclada,control_sur,27,29,27,1,1
R11,1_1,24,26,53,U.amblyoclada,control_sur,27,29,27,1,1
R11,1_1,28,34,105,U.amblyoclada,control_sur,71,77,71,1,1
R11,1_1,32,33,39,U.amblyoclada,control_sur,6,7,6,1,1
R11,1_1,36,39,94,U.amblyoclada,control_sur,55,58,55,1,1
R11,1_1,44,45,52,U.amblyoclada,control_sur,7,8,7,1,1
R11,1_1,48,50,74,U.amblyoclada,control_sur,24,26,24,1,1
R11,1_1,63,64,68,U.amblyoclada,control_sur,4,5,4,1,1
R11,1_1,73,73,82,U.amblyoclada,control_sur,9,9,9,1,1
R11,1_1,77,78,140,U.amblyoclada,control_sur,62,63,62,1,1
R11,1_1,97,136,222,U.amblyoclada,control_sur,86,90,86,1,1
R11,2_2,6,94,149,P.reticulatum,control_sur,55,90,55,1,1
R11,2_2,11,90,90,P.reticulatum,control_sur,90,90,90,0,0
R11,2_2,28,33,90,P.reticulatum,control_sur,90,90,90,0,0
R11,2_2,32,33,36,P.reticulatum,control_sur,3,4,3,1,1
R11,2_2,36,39,57,P.reticulatum,control_sur,18,21,18,1,1
R11,2_2,48,53,95,P.reticulatum,control_sur,42,47,42,1,1
R11,2_2,62,65,134,P.reticulatum,control_sur,69,72,69,1,1
R11,1_2,8,18,97,U.amblyoclada,control_sur,79,89,79,1,1
R11,1_2,17,17,18,U.amblyoclada,control_sur,1,1,1,1,1
R11,1_2,37,37,38,U.amblyoclada,control_sur,1,1,1,1,1
R11,1_2,50,54,100,U.amblyoclada,control_sur,46,50,46,1,1
R11,1_2,58,62,81,U.amblyoclada,control_sur,19,23,19,1,1
R11,1_2,62,63,71,U.amblyoclada,control_sur,8,9,8,1,1
R11,1_2,68,71,79,U.amblyoclada,control_sur,8,11,8,1,1
R11,1_2,72,75,90,U.amblyoclada,control_sur,15,18,15,1,1
R11,1_3,5,8,29,P.reticulatum,control_sur,21,24,21,1,1
R11,1_3,10,13,90,P.reticulatum,control_sur,90,90,90,0,0
R11,1_3,14,28,90,P.reticulatum,control_sur,90,90,90,0,0
R11,1_3,19,21,29,P.reticulatum,control_sur,8,10,8,1,1
R11,1_3,22,90,90,P.reticulatum,control_sur,90,90,90,0,0
R11,1_3,27,36,90,P.reticulatum,control_sur,90,90,90,0,0
R11,1_3,38,42,105,P.reticulatum,sur_norte,63,67,63,1,1
R11N,2_3,6,7,27,U.amblyoclada,sur_norte,20,21,20,1,1
R11N,2_3,17,19,49,U.amblyoclada,sur_norte,30,32,30,1,1
R11N,2_3,55,57,77,U.amblyoclada,sur_norte,20,22,20,1,1
R11N,2_3,60,62,70,U.amblyoclada,sur_norte,8,10,8,1,1
R11N,2_3,64,66,157,U.amblyoclada,sur_norte,90,90,90,1,0
R11N,2_3,68,69,101,U.amblyoclada,sur_norte,32,33,32,1,1
R12,1_1,6,8,76,U.amblyoclada,control_norte,68,70,68,1,1
R12,1_1,20,26,122,U.amblyoclada,control_norte,90,90,90,1,0
R12,1_1,23,41,106,U.amblyoclada,control_norte,65,83,65,1,1
R12,1_1,26,29,39,U.amblyoclada,control_norte,10,13,10,1,1
R12,1_1,30,35,70,U.amblyoclada,control_norte,35,40,35,1,1
R12,1_1,33,36,51,U.amblyoclada,control_norte,15,18,15,1,1
R12,1_1,37,38,65,U.amblyoclada,control_norte,27,28,27,1,1
R12,1_1,65,66,75,U.amblyoclada,control_norte,9,10,9,1,1
R12,1_2,6,8,23,U.amblyoclada,control_norte,15,17,15,1,1
R12,1_2,14,17,34,U.amblyoclada,control_norte,17,20,17,1,1
R12,1_2,17,21,53,U.amblyoclada,control_norte,32,36,32,1,1
R12,1_2,24,29,67,U.amblyoclada,control_norte,38,43,38,1,1
R12,1_2,29,34,60,U.amblyoclada,control_norte,26,31,26,1,1
R12,1_2,47,48,73,U.amblyoclada,control_norte,25,26,25,1,1
R12,1_2,58,59,66,U.amblyoclada,control_norte,7,8,7,1,1
R12,1_2,69,77,104,U.amblyoclada,control_norte,27,35,27,1,1
R12,1_3,104,90,90,P.reticulatum,control_norte,90,90,90,0,0
R12,1_3,95,98,111,P.reticulatum,control_norte,13,16,13,1,1
R12,1_3,112,90,90,P.reticulatum,control_norte,90,90,90,0,0
R12,1_3,116,90,90,P.reticulatum,control_norte,90,90,90,0,0
R12,1_3,123,90,90,P.reticulatum,control_norte,90,90,90,0,0
R12,1_3,128,132,157,P.reticulatum,control_norte,25,29,25,1,1
R12,2_2,7,9,48,U.amblyoclada,control_norte,39,41,39,1,1
R12,2_2,19,22,94,U.amblyoclada,control_norte,72,75,72,1,1
R12,2_2,22,30,40,U.amblyoclada,control_norte,10,18,10,1,1
R12,2_2,30,32,45,U.amblyoclada,control_norte,13,15,13,1,1
R12,2_2,36,39,61,U.amblyoclada,control_norte,22,25,22,1,1
R12,2_2,53,60,141,U.amblyoclada,control_norte,81,88,81,1,1
R13,1_1,17,18,29,U.amblyoclada,norte_sur,11,12,11,1,1
R13,1_1,42,44,50,U.amblyoclada,norte_sur,6,8,6,1,1
R13,1_1,46,48,60,U.amblyoclada,norte_sur,12,14,12,1,1
R13,1_1,50,52,66,U.amblyoclada,norte_sur,14,16,14,1,1
R13,1_1,54,55,76,U.amblyoclada,norte_sur,21,22,21,1,1
R13,2_1,5,9,31,P.reticulatum,norte_sur,22,26,22,1,1
R13,2_1,10,13,90,P.reticulatum,norte_sur,90,90,90,0,0
R13,2_1,16,17,19,P.reticulatum,norte_sur,2,3,2,1,1
R13,2_1,20,90,90,P.reticulatum,norte_sur,90,90,90,0,0
R13,2_1,24,26,29,P.reticulatum,norte_sur,3,5,3,1,1
R13,2_1,52,58,62,P.reticulatum,norte_sur,4,10,4,1,1
R13,1_2,7,8,118,U.amblyoclada,norte_sur,90,90,90,1,0
R13,1_2,15,90,90,U.amblyoclada,norte_sur,90,90,90,0,0
R13,1_2,18,26,58,U.amblyoclada,norte_sur,32,40,32,1,1
R13,1_2,29,39,89,U.amblyoclada,norte_sur,50,60,50,1,1
R13,1_2,36,90,90,U.amblyoclada,norte_sur,90,90,90,0,0
R13,1_2,87,90,90,U.amblyoclada,norte_sur,90,90,90,0,0
R13,2_2,12,13,19,P.reticulatum,norte_sur,6,7,6,1,1
R13,2_2,18,19,21,P.reticulatum,norte_sur,2,3,2,1,1
R13,2_2,33,39,42,P.reticulatum,norte_sur,3,9,3,1,1
R13,2_2,36,74,75,P.reticulatum,norte_sur,1,39,1,1,1
R13,2_2,39,41,42,P.reticulatum,norte_sur,1,3,1,1,1
R13,2_2,40,42,43,P.reticulatum,norte_sur,1,3,1,1,1
R13,2_2,43,51,54,P.reticulatum,norte_sur,3,11,3,1,1
R13,2_2,57,60,98,P.reticulatum,norte_sur,38,41,38,1,1
R13,2_2,75,80,84,P.reticulatum,norte_sur,4,9,4,1,1
R13,2_2,78,80,82,P.reticulatum,norte_sur,2,4,2,1,1
R13,2_2,114,115,155,P.reticulatum,norte_sur,40,41,40,1,1
R13,1_3,20,34,107,U.amblyoclada,norte_sur,73,87,73,1,1
R13,1_3,26,29,74,U.amblyoclada,norte_sur,45,48,45,1,1
R13,1_3,29,31,60,U.amblyoclada,norte_sur,29,31,29,1,1
R13,1_3,32,34,55,U.amblyoclada,norte_sur,21,23,21,1,1
R13,1_3,36,38,94,U.amblyoclada,norte_sur,56,58,56,1,1
R13,2_3,6,7,21,P.reticulatum,norte_sur,14,15,14,1,1
R13,2_3,10,12,22,P.reticulatum,norte_sur,10,12,10,1,1
R13,2_3,14,15,16,P.reticulatum,norte_sur,1,2,1,1,1
R13,2_3,17,19,29,P.reticulatum,norte_sur,10,12,10,1,1
R13,2_3,24,26,34,P.reticulatum,norte_sur,8,10,8,1,1
R13,2_3,28,28,32,P.reticulatum,norte_sur,4,4,4,1,1
R13,2_3,31,90,90,P.reticulatum,norte_sur,90,90,90,0,0
R13,2_3,48,59,90,P.reticulatum,norte_sur,90,90,90,0,0
R14,1_1,8,9,28,P.reticulatum,control_sur,19,20,19,1,1
R14,1_1,13,14,75,P.reticulatum,control_sur,61,62,61,1,1
R14,1_1,18,19,34,P.reticulatum,control_sur,15,16,15,1,1
R14,1_1,28,29,47,P.reticulatum,control_sur,18,19,18,1,1
R14,1_1,39,57,90,P.reticulatum,control_sur,90,90,90,0,0
R14,1_1,43,46,86,P.reticulatum,control_sur,40,43,40,1,1
R14,2_1,5,6,22,U.amblyoclada,control_sur,16,17,16,1,1
R14,2_1,9,10,20,U.amblyoclada,control_sur,10,11,10,1,1
R14,2_1,12,22,38,U.amblyoclada,control_sur,16,26,16,1,1
R14,2_1,33,61,66,U.amblyoclada,control_sur,5,33,5,1,1
R14,2_1,37,61,67,U.amblyoclada,control_sur,6,30,6,1,1
R14,1_3,8,16,24,U.amblyoclada,control_sur,8,16,8,1,1
R14,1_3,12,14,24,U.amblyoclada,control_sur,10,12,10,1,1
R14,1_3,15,17,26,U.amblyoclada,control_sur,9,11,9,1,1
R14,1_3,28,29,37,U.amblyoclada,control_sur,8,9,8,1,1
R14,1_3,31,42,90,U.amblyoclada,control_sur,90,90,90,0,0
R14,1_3,55,58,105,U.amblyoclada,control_sur,47,50,47,1,1
R14,2_3,8,9,71,P.reticulatum,control_sur,62,63,62,1,1
R14,2_3,35,37,71,P.reticulatum,control_sur,34,36,34,1,1
R14,2_3,39,43,58,P.reticulatum,control_sur,15,19,15,1,1
R14,2_3,48,49,67,P.reticulatum,control_sur,18,19,18,1,1
R14,2_3,72,74,78,P.reticulatum,control_sur,4,6,4,1,1
R14,2_3,76,77,82,P.reticulatum,control_sur,5,6,5,1,1
R14U,1_2,8,72,90,U.amblyoclada,control_sur,90,90,90,0,0
R14U,1_2,13,41,131,U.amblyoclada,control_sur,90,90,90,1,0
R14U,1_2,17,20,28,U.amblyoclada,control_sur,8,11,8,1,1
R14U,1_2,26,31,72,U.amblyoclada,control_sur,41,46,41,1,1
R14U,1_2,30,32,38,U.amblyoclada,control_sur,6,8,6,1,1
